cidade,h,data_alvo,real,previsto
campinas,1,2021-06-20,95.0,94.0
campinas,1,2021-06-27,71.0,76.1
campinas,1,2021-07-04,71.0,60.9
campinas,1,2021-07-11,73.0,47.9
campinas,1,2021-07-18,51.0,56.8
campinas,1,2021-07-25,44.0,43.5
campinas,1,2021-08-01,44.0,42.2
campinas,1,2021-08-08,65.0,39.7
campinas,1,2021-08-15,74.0,51.5
campinas,1,2021-08-22,59.0,60.9
campinas,1,2021-08-29,69.0,57.7
campinas,1,2021-09-05,61.0,65.4
campinas,1,2021-09-12,67.0,66.8
campinas,1,2021-09-19,73.0,74.0
campinas,1,2021-09-26,75.0,72.8
campinas,1,2021-10-03,51.0,77.0
campinas,1,2021-10-10,60.0,55.6
campinas,1,2021-10-17,67.0,58.4
campinas,1,2021-10-24,61.0,55.8
campinas,1,2021-10-31,67.0,64.7
campinas,1,2021-11-07,60.0,66.1
campinas,1,2021-11-14,76.0,59.7
campinas,1,2021-11-21,58.0,76.1
campinas,1,2021-11-28,67.0,62.9
campinas,1,2021-12-05,84.0,66.9
campinas,1,2021-12-12,92.0,79.9
campinas,1,2021-12-19,71.0,77.9
campinas,1,2021-12-26,7.0,64.8
campinas,1,2022-01-02,141.0,31.1
campinas,1,2022-01-09,138.0,78.4
campinas,1,2022-01-16,125.0,186.1
campinas,1,2022-01-23,91.0,160.0
campinas,1,2022-01-30,86.0,106.5
campinas,1,2022-02-06,141.0,87.6
campinas,1,2022-02-13,131.0,138.9
campinas,1,2022-02-20,123.0,138.3
campinas,1,2022-02-27,213.0,137.1
campinas,1,2022-03-06,303.0,257.4
campinas,1,2022-03-13,407.0,316.6
campinas,1,2022-03-20,575.0,487.7
campinas,1,2022-03-27,684.0,692.1
campinas,1,2022-04-03,972.0,802.5
campinas,1,2022-04-10,1240.0,1094.3
campinas,1,2022-04-17,1453.0,1346.9
campinas,1,2022-04-24,1496.0,1451.5
campinas,1,2022-05-01,1529.0,1410.7
campinas,1,2022-05-08,1498.0,1201.6
campinas,1,2022-05-15,961.0,1112.2
campinas,1,2022-05-22,871.0,697.4
campinas,1,2022-05-29,674.0,622.4
campinas,1,2022-06-05,517.0,486.0
campinas,1,2022-06-12,395.0,367.3
campinas,1,2022-06-19,362.0,289.1
campinas,1,2022-06-26,340.0,258.8
campinas,1,2022-07-03,288.0,245.8
campinas,1,2022-07-10,294.0,218.3
campinas,1,2022-07-17,311.0,230.5
campinas,1,2022-07-24,262.0,247.6
campinas,1,2022-07-31,209.0,209.8
campinas,1,2022-08-07,218.0,185.1
campinas,1,2022-08-14,217.0,192.4
campinas,1,2022-08-21,248.0,196.5
campinas,1,2022-08-28,250.0,239.9
campinas,1,2022-09-04,249.0,234.2
campinas,1,2022-09-11,258.0,270.7
campinas,1,2022-09-18,212.0,270.3
campinas,1,2022-09-25,184.0,216.6
campinas,1,2022-10-02,197.0,195.0
campinas,1,2022-10-09,197.0,198.7
campinas,1,2022-10-16,186.0,192.4
campinas,1,2022-10-23,207.0,186.8
campinas,1,2022-10-30,147.0,206.1
campinas,1,2022-11-06,153.0,158.7
campinas,1,2022-11-13,175.0,165.7
campinas,1,2022-11-20,141.0,166.9
campinas,1,2022-11-27,108.0,160.2
campinas,1,2022-12-04,83.0,120.5
campinas,1,2022-12-11,26.0,97.3
campinas,1,2022-12-18,7.0,23.2
campinas,1,2022-12-25,58.0,5.7
campinas,1,2023-01-01,169.0,26.6
campinas,1,2023-01-08,167.0,155.6
campinas,1,2023-01-15,216.0,174.1
campinas,1,2023-01-22,253.0,284.3
campinas,1,2023-01-29,320.0,299.7
campinas,1,2023-02-05,373.0,355.5
campinas,1,2023-02-12,503.0,414.2
campinas,1,2023-02-19,553.0,549.1
campinas,1,2023-02-26,756.0,633.5
campinas,1,2023-03-05,862.0,841.5
campinas,1,2023-03-12,1027.0,904.0
campinas,1,2023-03-19,1029.0,1062.4
campinas,1,2023-03-26,960.0,1083.1
campinas,1,2023-04-02,856.0,940.7
campinas,1,2023-04-09,1138.0,789.9
campinas,1,2023-04-16,906.0,1066.3
campinas,1,2023-04-23,901.0,780.4
campinas,1,2023-04-30,998.0,772.4
campinas,1,2023-05-07,897.0,745.2
campinas,1,2023-05-14,772.0,650.9
campinas,1,2023-05-21,619.0,546.0
campinas,1,2023-05-28,452.0,420.6
campinas,1,2023-06-04,379.0,336.8
campinas,1,2023-06-11,381.0,263.6
campinas,1,2023-06-18,282.0,258.6
campinas,1,2023-06-25,213.0,194.1
campinas,1,2023-07-02,149.0,159.6
campinas,1,2023-07-09,205.0,130.6
campinas,1,2023-07-16,191.0,155.1
campinas,1,2023-07-23,201.0,147.1
campinas,1,2023-07-30,204.0,163.9
campinas,1,2023-08-06,192.0,175.0
campinas,1,2023-08-13,220.0,169.2
campinas,1,2023-08-20,222.0,204.2
campinas,1,2023-08-27,206.0,215.5
campinas,1,2023-09-03,181.0,220.9
campinas,1,2023-09-10,243.0,199.2
campinas,1,2023-09-17,252.0,244.9
campinas,1,2023-09-24,210.0,239.4
campinas,1,2023-10-01,242.0,214.6
campinas,1,2023-10-08,191.0,234.1
campinas,1,2023-10-15,254.0,201.1
campinas,1,2023-10-22,212.0,231.3
campinas,1,2023-10-29,178.0,215.0
campinas,1,2023-11-05,221.0,194.0
campinas,1,2023-11-12,178.0,200.2
campinas,1,2023-11-19,269.0,191.3
campinas,1,2023-11-26,166.0,256.2
campinas,1,2023-12-03,211.0,158.4
campinas,1,2023-12-10,270.0,211.7
campinas,1,2023-12-17,171.0,213.7
campinas,1,2023-12-24,198.0,162.3
campinas,1,2023-12-31,624.0,180.5
campinas,1,2024-01-07,861.0,459.1
campinas,1,2024-01-14,1186.0,1184.7
campinas,1,2024-01-21,1517.0,1531.0
campinas,1,2024-01-28,1825.0,1657.6
campinas,1,2024-02-04,2432.0,2167.2
campinas,1,2024-02-11,3358.0,2759.5
campinas,1,2024-02-18,4958.0,3936.8
campinas,1,2024-02-25,5500.0,6266.9
campinas,1,2024-03-03,6550.0,6605.0
campinas,1,2024-03-10,8111.0,7414.4
campinas,1,2024-03-17,9434.0,8742.5
campinas,1,2024-03-24,8305.0,9525.4
campinas,1,2024-03-31,10739.0,8259.5
campinas,1,2024-04-07,11148.0,10817.9
campinas,1,2024-04-14,10117.0,10584.8
campinas,1,2024-04-21,10686.0,9447.0
campinas,1,2024-04-28,9950.0,9908.4
campinas,1,2024-05-05,11789.0,8057.3
campinas,1,2024-05-12,11475.0,9081.9
campinas,1,2024-05-19,8512.0,8647.0
campinas,1,2024-05-26,4996.0,6457.1
campinas,1,2024-06-02,3903.0,3749.7
campinas,1,2024-06-09,3456.0,2584.5
campinas,1,2024-06-16,2956.0,2169.8
campinas,1,2024-06-23,2251.0,1966.6
campinas,1,2024-06-30,1435.0,1571.1
campinas,1,2024-07-07,706.0,1159.1
campinas,1,2024-07-14,607.0,521.4
campinas,1,2024-07-21,592.0,486.0
campinas,1,2024-07-28,628.0,456.8
campinas,1,2024-08-04,677.0,514.3
campinas,1,2024-08-11,596.0,575.3
campinas,1,2024-08-18,614.0,562.8
campinas,1,2024-08-25,447.0,587.9
campinas,1,2024-09-01,528.0,461.4
campinas,1,2024-09-08,523.0,555.7
campinas,1,2024-09-15,564.0,541.9
campinas,1,2024-09-22,491.0,569.3
campinas,1,2024-09-29,475.0,490.2
campinas,1,2024-10-06,416.0,474.5
campinas,1,2024-10-13,399.0,446.1
campinas,1,2024-10-20,380.0,420.8
campinas,1,2024-10-27,424.0,399.4
campinas,1,2024-11-03,341.0,408.2
campinas,1,2024-11-10,357.0,333.4
campinas,1,2024-11-17,459.0,372.3
campinas,1,2024-11-24,429.0,410.7
campinas,1,2024-12-01,481.0,406.3
campinas,1,2024-12-08,443.0,471.3
campinas,1,2024-12-15,373.0,439.2
campinas,1,2024-12-22,285.0,327.2
campinas,1,2024-12-29,482.0,422.6
campinas,1,2025-01-05,715.0,495.0
campinas,1,2025-01-12,754.0,788.0
campinas,1,2025-01-19,1010.0,836.7
campinas,1,2025-01-26,1096.0,1216.1
campinas,1,2025-02-02,1330.0,1235.4
campinas,1,2025-02-09,1810.0,1478.7
campinas,1,2025-02-16,2127.0,2043.4
campinas,1,2025-02-23,2485.0,2355.4
campinas,1,2025-03-02,3177.0,2758.5
campinas,1,2025-03-09,3968.0,3552.3
campinas,1,2025-03-16,4518.0,4279.8
campinas,1,2025-03-23,4343.0,4684.8
campinas,1,2025-03-30,4734.0,4679.1
campinas,1,2025-04-06,4672.0,4850.1
campinas,1,2025-04-13,3704.0,4614.9
campinas,1,2025-04-20,3866.0,3322.4
campinas,1,2025-04-27,3338.0,3332.3
campinas,1,2025-05-04,3171.0,2566.9
campinas,1,2025-05-11,2676.0,2337.3
campinas,1,2025-05-18,2480.0,1871.8
campinas,1,2025-05-25,1793.0,1794.1
campinas,1,2025-06-01,1344.0,1301.6
campinas,1,2025-06-08,992.0,1014.3
campinas,1,2025-06-15,683.0,776.8
campinas,1,2025-06-22,570.0,508.2
campinas,1,2025-06-29,476.0,449.7
campinas,1,2025-07-06,420.0,393.0
campinas,1,2025-07-13,411.0,310.0
campinas,1,2025-07-20,395.0,331.9
campinas,1,2025-07-27,324.0,328.4
campinas,1,2025-08-03,339.0,293.8
campinas,1,2025-08-10,305.0,300.1
campinas,1,2025-08-17,450.0,300.4
campinas,1,2025-08-24,461.0,393.9
campinas,1,2025-08-31,470.0,434.8
campinas,1,2025-09-07,512.0,449.7
campinas,1,2025-09-14,585.0,504.7
campinas,1,2025-09-21,509.0,544.8
campinas,1,2025-09-28,636.0,512.4
campinas,1,2025-10-05,564.0,607.3
campinas,1,2025-10-12,526.0,554.3
campinas,1,2025-10-19,472.0,528.5
campinas,1,2025-10-26,493.0,487.0
campinas,1,2025-11-02,512.0,495.3
campinas,1,2025-11-09,493.0,471.5
campinas,1,2025-11-16,451.0,530.0
campinas,1,2025-11-23,456.0,453.9
campinas,1,2025-11-30,409.0,461.3
campinas,1,2025-12-07,411.0,373.2
campinas,1,2025-12-14,367.0,358.8
campinas,1,2025-12-21,267.0,298.2
campinas,1,2025-12-28,297.0,363.2
campinas,1,2026-01-04,446.0,492.1
campinas,1,2026-01-11,407.0,506.7
campinas,1,2026-01-18,375.0,474.7
campinas,1,2026-01-25,370.0,424.0
campinas,1,2026-02-01,434.0,430.1
campinas,1,2026-02-08,413.0,485.3
campinas,1,2026-02-15,521.0,466.2
campinas,1,2026-02-22,601.0,573.2
campinas,1,2026-03-01,607.0,664.2
campinas,1,2026-03-08,568.0,655.1
campinas,1,2026-03-15,690.0,631.8
campinas,1,2026-03-22,661.0,671.8
campinas,1,2026-03-29,564.0,658.4
campinas,1,2026-04-05,587.0,580.9
campinas,1,2026-04-12,463.0,581.6
campinas,1,2026-04-19,538.0,440.3
campinas,1,2026-04-26,449.0,479.7
campinas,1,2026-05-03,438.0,387.5
campinas,1,2026-05-10,375.0,337.1
campinas,1,2026-05-17,366.0,278.6
campinas,1,2026-05-24,351.0,268.6
campinas,1,2026-05-31,268.0,266.8
campinas,1,2026-06-07,251.0,207.8
campinas,1,2026-06-14,200.0,190.6
campinas,1,2026-06-21,182.0,157.7
campinas,1,2026-06-28,207.0,140.2
campinas,1,2026-07-05,142.0,161.9
campinas,2,2015-01-18,594.0,475.4
campinas,2,2015-01-25,864.0,489.4
campinas,2,2015-02-01,1403.0,895.9
campinas,2,2015-02-08,1471.0,1397.0
campinas,2,2015-02-15,2359.0,2158.4
campinas,2,2015-02-22,3525.0,1932.5
campinas,2,2015-03-01,4962.0,3495.0
campinas,2,2015-03-08,5920.0,5597.2
campinas,2,2015-03-15,6705.0,6834.9
campinas,2,2015-03-22,6893.0,7483.5
campinas,2,2015-03-29,5999.0,9374.3
campinas,2,2015-04-05,7074.0,7975.7
campinas,2,2015-04-12,6112.0,6624.6
campinas,2,2015-04-19,5580.0,6906.1
campinas,2,2015-04-26,4454.0,5285.0
campinas,2,2015-05-03,3324.0,4049.1
campinas,2,2015-05-10,1942.0,2770.7
campinas,2,2015-05-17,1334.0,1736.1
campinas,2,2015-05-24,993.0,747.3
campinas,2,2015-05-31,644.0,560.1
campinas,2,2015-06-07,449.0,494.8
campinas,2,2015-06-14,366.0,332.5
campinas,2,2015-06-21,221.0,270.4
campinas,2,2015-06-28,138.0,241.1
campinas,2,2015-07-05,142.0,105.2
campinas,2,2015-07-12,172.0,109.7
campinas,2,2015-07-19,88.0,93.7
campinas,2,2015-07-26,72.0,99.9
campinas,2,2015-08-02,76.0,110.4
campinas,2,2015-08-09,80.0,90.1
campinas,2,2015-08-16,64.0,57.1
campinas,2,2015-08-23,54.0,74.8
campinas,2,2015-08-30,64.0,71.7
campinas,2,2015-09-06,68.0,75.0
campinas,2,2015-09-13,118.0,70.9
campinas,2,2015-09-20,137.0,68.0
campinas,2,2015-09-27,103.0,72.9
campinas,2,2015-10-04,126.0,121.4
campinas,2,2015-10-11,118.0,95.9
campinas,2,2015-10-18,131.0,117.3
campinas,2,2015-10-25,89.0,108.0
campinas,2,2015-11-01,135.0,127.8
campinas,2,2015-11-08,139.0,107.3
campinas,2,2015-11-15,148.0,105.1
campinas,2,2015-11-22,161.0,139.9
campinas,2,2015-11-29,209.0,120.5
campinas,2,2015-12-06,191.0,131.2
campinas,2,2015-12-13,201.0,173.9
campinas,2,2015-12-20,192.0,141.5
campinas,2,2015-12-27,120.0,178.5
campinas,2,2016-01-03,314.0,287.8
campinas,2,2016-01-10,290.0,275.5
campinas,2,2016-01-17,369.0,444.5
campinas,2,2016-01-24,308.0,360.5
campinas,2,2016-01-31,331.0,357.4
campinas,2,2016-02-07,431.0,394.4
campinas,2,2016-02-14,515.0,411.1
campinas,2,2016-02-21,511.0,474.2
campinas,2,2016-02-28,545.0,644.4
campinas,2,2016-03-06,657.0,648.8
campinas,2,2016-03-13,722.0,725.9
campinas,2,2016-03-20,674.0,826.7
campinas,2,2016-03-27,694.0,779.5
campinas,2,2016-04-03,525.0,736.8
campinas,2,2016-04-10,408.0,792.1
campinas,2,2016-04-17,279.0,592.5
campinas,2,2016-04-24,258.0,353.4
campinas,2,2016-05-01,185.0,279.3
campinas,2,2016-05-08,171.0,149.2
campinas,2,2016-05-15,86.0,104.1
campinas,2,2016-05-22,55.0,72.5
campinas,2,2016-05-29,40.0,35.2
campinas,2,2016-06-05,26.0,25.6
campinas,2,2016-06-12,47.0,19.3
campinas,2,2016-06-19,26.0,13.5
campinas,2,2016-06-26,46.0,25.6
campinas,2,2016-07-03,31.0,14.3
campinas,2,2016-07-10,39.0,22.5
campinas,2,2016-07-17,32.0,19.8
campinas,2,2016-07-24,41.0,26.5
campinas,2,2016-07-31,34.0,25.4
campinas,2,2016-08-07,44.0,31.5
campinas,2,2016-08-14,36.0,28.4
campinas,2,2016-08-21,39.0,31.1
campinas,2,2016-08-28,43.0,31.4
campinas,2,2016-09-04,38.0,35.3
campinas,2,2016-09-11,54.0,44.4
campinas,2,2016-09-18,38.0,46.7
campinas,2,2016-09-25,51.0,47.6
campinas,2,2016-10-02,59.0,39.9
campinas,2,2016-10-09,88.0,44.8
campinas,2,2016-10-16,105.0,51.1
campinas,2,2016-10-23,85.0,72.4
campinas,2,2016-10-30,94.0,99.2
campinas,2,2016-11-06,115.0,97.6
campinas,2,2016-11-13,132.0,88.0
campinas,2,2016-11-20,123.0,107.6
campinas,2,2016-11-27,123.0,141.0
campinas,2,2016-12-04,118.0,133.5
campinas,2,2016-12-11,108.0,142.1
campinas,2,2016-12-18,100.0,97.6
campinas,2,2016-12-25,164.0,76.5
campinas,2,2017-01-01,132.0,85.0
campinas,2,2017-01-08,126.0,230.0
campinas,2,2017-01-15,118.0,269.6
campinas,2,2017-01-22,140.0,159.9
campinas,2,2017-01-29,145.0,142.2
campinas,2,2017-02-05,167.0,186.3
campinas,2,2017-02-12,161.0,174.4
campinas,2,2017-02-19,148.0,186.2
campinas,2,2017-02-26,114.0,176.3
campinas,2,2017-03-05,151.0,200.8
campinas,2,2017-03-12,168.0,158.3
campinas,2,2017-03-19,113.0,218.4
campinas,2,2017-03-26,126.0,184.2
campinas,2,2017-04-02,94.0,116.5
campinas,2,2017-04-09,104.0,130.6
campinas,2,2017-04-16,98.0,86.3
campinas,2,2017-04-23,58.0,84.3
campinas,2,2017-04-30,62.0,76.7
campinas,2,2017-05-07,58.0,28.6
campinas,2,2017-05-14,58.0,29.0
campinas,2,2017-05-21,66.0,25.5
campinas,2,2017-05-28,70.0,26.9
campinas,2,2017-06-04,43.0,37.9
campinas,2,2017-06-11,50.0,40.0
campinas,2,2017-06-18,51.0,25.6
campinas,2,2017-06-25,39.0,29.7
campinas,2,2017-07-02,29.0,29.0
campinas,2,2017-07-09,38.0,25.4
campinas,2,2017-07-16,22.0,19.5
campinas,2,2017-07-23,25.0,25.6
campinas,2,2017-07-30,35.0,14.8
campinas,2,2017-08-06,47.0,18.3
campinas,2,2017-08-13,31.0,21.4
campinas,2,2017-08-20,48.0,31.9
campinas,2,2017-08-27,62.0,27.1
campinas,2,2017-09-03,78.0,36.7
campinas,2,2017-09-10,97.0,55.6
campinas,2,2017-09-17,113.0,76.5
campinas,2,2017-09-24,115.0,81.8
campinas,2,2017-10-01,127.0,106.5
campinas,2,2017-10-08,128.0,116.0
campinas,2,2017-10-15,95.0,126.7
campinas,2,2017-10-22,90.0,118.8
campinas,2,2017-10-29,102.0,106.9
campinas,2,2017-11-05,79.0,92.6
campinas,2,2017-11-12,78.0,112.1
campinas,2,2017-11-19,75.0,96.4
campinas,2,2017-11-26,66.0,84.4
campinas,2,2017-12-03,58.0,89.4
campinas,2,2017-12-10,71.0,73.4
campinas,2,2017-12-17,54.0,60.6
campinas,2,2017-12-24,43.0,70.7
campinas,2,2017-12-31,68.0,48.4
campinas,2,2018-01-07,79.0,108.2
campinas,2,2018-01-14,85.0,87.7
campinas,2,2018-01-21,69.0,88.3
campinas,2,2018-01-28,87.0,101.9
campinas,2,2018-02-04,71.0,87.5
campinas,2,2018-02-11,62.0,102.7
campinas,2,2018-02-18,51.0,87.6
campinas,2,2018-02-25,88.0,76.3
campinas,2,2018-03-04,98.0,61.3
campinas,2,2018-03-11,81.0,104.9
campinas,2,2018-03-18,76.0,125.5
campinas,2,2018-03-25,67.0,100.2
campinas,2,2018-04-01,112.0,77.6
campinas,2,2018-04-08,88.0,58.9
campinas,2,2018-04-15,96.0,96.1
campinas,2,2018-04-22,91.0,89.6
campinas,2,2018-04-29,81.0,79.6
campinas,2,2018-05-06,74.0,59.0
campinas,2,2018-05-13,53.0,43.8
campinas,2,2018-05-20,38.0,40.3
campinas,2,2018-05-27,48.0,28.1
campinas,2,2018-06-03,40.0,19.4
campinas,2,2018-06-10,50.0,24.4
campinas,2,2018-06-17,41.0,23.2
campinas,2,2018-06-24,33.0,31.0
campinas,2,2018-07-01,27.0,27.3
campinas,2,2018-07-08,32.0,18.8
campinas,2,2018-07-15,33.0,18.2
campinas,2,2018-07-22,26.0,20.9
campinas,2,2018-07-29,27.0,22.3
campinas,2,2018-08-05,30.0,19.5
campinas,2,2018-08-12,37.0,20.9
campinas,2,2018-08-19,38.0,24.0
campinas,2,2018-08-26,34.0,31.0
campinas,2,2018-09-02,27.0,37.2
campinas,2,2018-09-09,21.0,33.0
campinas,2,2018-09-16,24.0,34.3
campinas,2,2018-09-23,40.0,30.6
campinas,2,2018-09-30,35.0,20.1
campinas,2,2018-10-07,33.0,34.7
campinas,2,2018-10-14,65.0,33.9
campinas,2,2018-10-21,41.0,32.2
campinas,2,2018-10-28,46.0,60.0
campinas,2,2018-11-04,52.0,48.3
campinas,2,2018-11-11,57.0,43.2
campinas,2,2018-11-18,53.0,48.1
campinas,2,2018-11-25,60.0,62.7
campinas,2,2018-12-02,57.0,52.1
campinas,2,2018-12-09,67.0,58.2
campinas,2,2018-12-16,54.0,51.0
campinas,2,2018-12-23,50.0,56.6
campinas,2,2018-12-30,80.0,39.9
campinas,2,2019-01-06,75.0,72.4
campinas,2,2019-01-13,60.0,83.5
campinas,2,2019-01-20,91.0,84.8
campinas,2,2019-01-27,97.0,58.5
campinas,2,2019-02-03,139.0,98.4
campinas,2,2019-02-10,209.0,117.3
campinas,2,2019-02-17,284.0,174.4
campinas,2,2019-02-24,377.0,375.1
campinas,2,2019-03-03,487.0,435.6
campinas,2,2019-03-10,795.0,534.3
campinas,2,2019-03-17,1298.0,675.5
campinas,2,2019-03-24,1788.0,1126.8
campinas,2,2019-03-31,1968.0,1735.5
campinas,2,2019-04-07,2387.0,2110.4
campinas,2,2019-04-14,2514.0,2381.4
campinas,2,2019-04-21,2905.0,1989.4
campinas,2,2019-04-28,2607.0,1996.5
campinas,2,2019-05-05,2860.0,1672.9
campinas,2,2019-05-12,2650.0,1424.5
campinas,2,2019-05-19,2030.0,1597.5
campinas,2,2019-05-26,1451.0,1479.3
campinas,2,2019-06-02,954.0,1065.6
campinas,2,2019-06-09,777.0,612.9
campinas,2,2019-06-16,538.0,516.6
campinas,2,2019-06-23,470.0,404.5
campinas,2,2019-06-30,257.0,241.9
campinas,2,2019-07-07,135.0,189.9
campinas,2,2019-07-14,126.0,213.2
campinas,2,2019-07-21,96.0,113.3
campinas,2,2019-07-28,86.0,101.7
campinas,2,2019-08-04,67.0,72.7
campinas,2,2019-08-11,46.0,50.0
campinas,2,2019-08-18,49.0,69.6
campinas,2,2019-08-25,67.0,55.2
campinas,2,2019-09-01,65.0,43.8
campinas,2,2019-09-08,93.0,59.2
campinas,2,2019-09-15,83.0,70.1
campinas,2,2019-09-22,65.0,80.5
campinas,2,2019-09-29,73.0,83.6
campinas,2,2019-10-06,61.0,75.5
campinas,2,2019-10-13,93.0,82.4
campinas,2,2019-10-20,103.0,70.1
campinas,2,2019-10-27,93.0,82.9
campinas,2,2019-11-03,77.0,100.8
campinas,2,2019-11-10,67.0,88.9
campinas,2,2019-11-17,92.0,87.4
campinas,2,2019-11-24,69.0,71.5
campinas,2,2019-12-01,96.0,77.3
campinas,2,2019-12-08,83.0,76.0
campinas,2,2019-12-15,89.0,92.2
campinas,2,2019-12-22,61.0,75.5
campinas,2,2019-12-29,69.0,69.6
campinas,2,2020-01-05,188.0,115.1
campinas,2,2020-01-12,194.0,136.2
campinas,2,2020-01-19,245.0,303.4
campinas,2,2020-01-26,225.0,359.6
campinas,2,2020-02-02,263.0,437.3
campinas,2,2020-02-09,359.0,324.7
campinas,2,2020-02-16,412.0,300.5
campinas,2,2020-02-23,426.0,396.3
campinas,2,2020-03-01,503.0,581.0
campinas,2,2020-03-08,508.0,508.7
campinas,2,2020-03-15,337.0,574.1
campinas,2,2020-03-22,298.0,519.2
campinas,2,2020-03-29,269.0,315.8
campinas,2,2020-04-05,288.0,251.0
campinas,2,2020-04-12,290.0,226.6
campinas,2,2020-04-19,308.0,213.3
campinas,2,2020-04-26,305.0,230.9
campinas,2,2020-05-03,314.0,226.9
campinas,2,2020-05-10,280.0,223.0
campinas,2,2020-05-17,237.0,214.7
campinas,2,2020-05-24,180.0,172.0
campinas,2,2020-05-31,228.0,127.1
campinas,2,2020-06-07,251.0,108.0
campinas,2,2020-06-14,230.0,129.5
campinas,2,2020-06-21,168.0,146.0
campinas,2,2020-06-28,150.0,134.5
campinas,2,2020-07-05,145.0,111.5
campinas,2,2020-07-12,111.0,92.3
campinas,2,2020-07-19,94.0,94.6
campinas,2,2020-07-26,78.0,84.6
campinas,2,2020-08-02,76.0,73.4
campinas,2,2020-08-09,64.0,62.8
campinas,2,2020-08-16,60.0,63.1
campinas,2,2020-08-23,57.0,74.0
campinas,2,2020-08-30,65.0,62.0
campinas,2,2020-09-06,72.0,64.0
campinas,2,2020-09-13,79.0,77.5
campinas,2,2020-09-20,86.0,73.9
campinas,2,2020-09-27,63.0,79.6
campinas,2,2020-10-04,53.0,81.9
campinas,2,2020-10-11,74.0,82.8
campinas,2,2020-10-18,76.0,63.3
campinas,2,2020-10-25,74.0,65.6
campinas,2,2020-11-01,89.0,71.9
campinas,2,2020-11-08,82.0,68.2
campinas,2,2020-11-15,82.0,87.3
campinas,2,2020-11-22,107.0,83.1
campinas,2,2020-11-29,103.0,84.9
campinas,2,2020-12-06,98.0,100.6
campinas,2,2020-12-13,96.0,93.3
campinas,2,2020-12-20,69.0,90.4
campinas,2,2020-12-27,58.0,89.3
campinas,2,2021-01-03,120.0,145.4
campinas,2,2021-01-10,99.0,154.5
campinas,2,2021-01-17,156.0,113.3
campinas,2,2021-01-24,127.0,136.0
campinas,2,2021-01-31,169.0,216.4
campinas,2,2021-02-07,167.0,181.3
campinas,2,2021-02-14,208.0,183.6
campinas,2,2021-02-21,223.0,226.2
campinas,2,2021-02-28,267.0,226.0
campinas,2,2021-03-07,309.0,261.9
campinas,2,2021-03-14,315.0,333.6
campinas,2,2021-03-21,372.0,374.4
campinas,2,2021-03-28,327.0,318.3
campinas,2,2021-04-04,417.0,328.1
campinas,2,2021-04-11,390.0,337.9
campinas,2,2021-04-18,391.0,398.9
campinas,2,2021-04-25,460.0,338.9
campinas,2,2021-05-02,376.0,342.0
campinas,2,2021-05-09,307.0,332.9
campinas,2,2021-05-16,244.0,224.5
campinas,2,2021-05-23,190.0,172.7
campinas,2,2021-05-30,165.0,126.4
campinas,2,2021-06-06,170.0,91.4
campinas,2,2021-06-13,112.0,86.4
campinas,2,2021-06-20,95.0,97.7
campinas,2,2021-06-27,71.0,70.8
campinas,2,2021-07-04,71.0,61.7
campinas,2,2021-07-11,73.0,46.8
campinas,2,2021-07-18,51.0,39.3
campinas,2,2021-07-25,44.0,49.8
campinas,2,2021-08-01,44.0,41.6
campinas,2,2021-08-08,65.0,33.9
campinas,2,2021-08-15,74.0,33.7
campinas,2,2021-08-22,59.0,46.7
campinas,2,2021-08-29,69.0,53.5
campinas,2,2021-09-05,61.0,57.3
campinas,2,2021-09-12,67.0,70.0
campinas,2,2021-09-19,73.0,75.6
campinas,2,2021-09-26,75.0,69.2
campinas,2,2021-10-03,51.0,74.3
campinas,2,2021-10-10,60.0,69.2
campinas,2,2021-10-17,67.0,66.7
campinas,2,2021-10-24,61.0,61.7
campinas,2,2021-10-31,67.0,63.1
campinas,2,2021-11-07,60.0,63.5
campinas,2,2021-11-14,76.0,65.9
campinas,2,2021-11-21,58.0,66.7
campinas,2,2021-11-28,67.0,75.5
campinas,2,2021-12-05,84.0,70.8
campinas,2,2021-12-12,92.0,67.2
campinas,2,2021-12-19,71.0,75.5
campinas,2,2021-12-26,7.0,77.6
campinas,2,2022-01-02,141.0,56.9
campinas,2,2022-01-09,138.0,25.9
campinas,2,2022-01-16,125.0,87.6
campinas,2,2022-01-23,91.0,208.8
campinas,2,2022-01-30,86.0,193.8
campinas,2,2022-02-06,141.0,156.8
campinas,2,2022-02-13,131.0,101.8
campinas,2,2022-02-20,123.0,155.5
campinas,2,2022-02-27,213.0,144.4
campinas,2,2022-03-06,303.0,149.1
campinas,2,2022-03-13,407.0,260.0
campinas,2,2022-03-20,575.0,417.0
campinas,2,2022-03-27,684.0,573.1
campinas,2,2022-04-03,972.0,783.0
campinas,2,2022-04-10,1240.0,902.9
campinas,2,2022-04-17,1453.0,1255.4
campinas,2,2022-04-24,1496.0,1344.1
campinas,2,2022-05-01,1529.0,1345.6
campinas,2,2022-05-08,1498.0,1180.3
campinas,2,2022-05-15,961.0,911.3
campinas,2,2022-05-22,871.0,804.9
campinas,2,2022-05-29,674.0,433.1
campinas,2,2022-06-05,517.0,430.7
campinas,2,2022-06-12,395.0,363.2
campinas,2,2022-06-19,362.0,249.6
campinas,2,2022-06-26,340.0,208.7
campinas,2,2022-07-03,288.0,176.8
campinas,2,2022-07-10,294.0,196.3
campinas,2,2022-07-17,311.0,182.2
campinas,2,2022-07-24,262.0,184.4
