cidade,h,data_alvo,real,previsto
ribeirao_preto,1,2016-12-18,61.0,52.6
ribeirao_preto,1,2016-12-25,541.0,53.0
ribeirao_preto,1,2017-01-01,59.0,434.6
ribeirao_preto,1,2017-01-08,82.0,137.6
ribeirao_preto,1,2017-01-15,90.0,119.0
ribeirao_preto,1,2017-01-22,106.0,91.7
ribeirao_preto,1,2017-01-29,96.0,150.5
ribeirao_preto,1,2017-02-05,123.0,110.2
ribeirao_preto,1,2017-02-12,105.0,137.1
ribeirao_preto,1,2017-02-19,96.0,108.8
ribeirao_preto,1,2017-02-26,99.0,120.9
ribeirao_preto,1,2017-03-05,89.0,112.0
ribeirao_preto,1,2017-03-12,59.0,103.8
ribeirao_preto,1,2017-03-19,82.0,68.9
ribeirao_preto,1,2017-03-26,64.0,80.4
ribeirao_preto,1,2017-04-02,38.0,61.1
ribeirao_preto,1,2017-04-09,32.0,37.6
ribeirao_preto,1,2017-04-16,44.0,32.1
ribeirao_preto,1,2017-04-23,41.0,37.0
ribeirao_preto,1,2017-04-30,46.0,34.9
ribeirao_preto,1,2017-05-07,49.0,36.2
ribeirao_preto,1,2017-05-14,47.0,36.3
ribeirao_preto,1,2017-05-21,35.0,34.7
ribeirao_preto,1,2017-05-28,25.0,25.5
ribeirao_preto,1,2017-06-04,32.0,18.2
ribeirao_preto,1,2017-06-11,20.0,21.6
ribeirao_preto,1,2017-06-18,20.0,13.3
ribeirao_preto,1,2017-06-25,11.0,14.2
ribeirao_preto,1,2017-07-02,16.0,9.4
ribeirao_preto,1,2017-07-09,14.0,11.4
ribeirao_preto,1,2017-07-16,12.0,10.9
ribeirao_preto,1,2017-07-23,10.0,10.3
ribeirao_preto,1,2017-07-30,16.0,8.2
ribeirao_preto,1,2017-08-06,24.0,12.1
ribeirao_preto,1,2017-08-13,26.0,13.5
ribeirao_preto,1,2017-08-20,23.0,16.4
ribeirao_preto,1,2017-08-27,30.0,20.4
ribeirao_preto,1,2017-09-03,37.0,27.0
ribeirao_preto,1,2017-09-10,49.0,35.1
ribeirao_preto,1,2017-09-17,74.0,41.0
ribeirao_preto,1,2017-09-24,85.0,63.8
ribeirao_preto,1,2017-10-01,81.0,73.9
ribeirao_preto,1,2017-10-08,67.0,85.1
ribeirao_preto,1,2017-10-15,50.0,75.1
ribeirao_preto,1,2017-10-22,67.0,54.7
ribeirao_preto,1,2017-10-29,53.0,63.8
ribeirao_preto,1,2017-11-05,52.0,51.4
ribeirao_preto,1,2017-11-12,44.0,50.6
ribeirao_preto,1,2017-11-19,42.0,43.6
ribeirao_preto,1,2017-11-26,41.0,49.8
ribeirao_preto,1,2017-12-03,48.0,41.0
ribeirao_preto,1,2017-12-10,37.0,43.8
ribeirao_preto,1,2017-12-17,32.0,35.0
ribeirao_preto,1,2017-12-24,17.0,37.9
ribeirao_preto,1,2017-12-31,39.0,24.0
ribeirao_preto,1,2018-01-07,45.0,54.3
ribeirao_preto,1,2018-01-14,47.0,57.1
ribeirao_preto,1,2018-01-21,55.0,52.2
ribeirao_preto,1,2018-01-28,46.0,68.3
ribeirao_preto,1,2018-02-04,45.0,52.2
ribeirao_preto,1,2018-02-11,60.0,46.2
ribeirao_preto,1,2018-02-18,47.0,65.0
ribeirao_preto,1,2018-02-25,47.0,50.8
ribeirao_preto,1,2018-03-04,41.0,50.8
ribeirao_preto,1,2018-03-11,42.0,45.3
ribeirao_preto,1,2018-03-18,43.0,41.7
ribeirao_preto,1,2018-03-25,35.0,43.3
ribeirao_preto,1,2018-04-01,35.0,33.3
ribeirao_preto,1,2018-04-08,37.0,33.0
ribeirao_preto,1,2018-04-15,28.0,35.5
ribeirao_preto,1,2018-04-22,27.0,24.1
ribeirao_preto,1,2018-04-29,30.0,22.5
ribeirao_preto,1,2018-05-06,30.0,22.1
ribeirao_preto,1,2018-05-13,32.0,22.2
ribeirao_preto,1,2018-05-20,26.0,24.6
ribeirao_preto,1,2018-05-27,24.0,18.6
ribeirao_preto,1,2018-06-03,13.0,16.7
ribeirao_preto,1,2018-06-10,23.0,12.4
ribeirao_preto,1,2018-06-17,17.0,16.8
ribeirao_preto,1,2018-06-24,14.0,13.0
ribeirao_preto,1,2018-07-01,9.0,11.7
ribeirao_preto,1,2018-07-08,19.0,8.7
ribeirao_preto,1,2018-07-15,19.0,14.0
ribeirao_preto,1,2018-07-22,9.0,14.5
ribeirao_preto,1,2018-07-29,13.0,10.2
ribeirao_preto,1,2018-08-05,16.0,8.5
ribeirao_preto,1,2018-08-12,13.0,10.9
ribeirao_preto,1,2018-08-19,9.0,12.5
ribeirao_preto,1,2018-08-26,20.0,9.8
ribeirao_preto,1,2018-09-02,6.0,16.9
ribeirao_preto,1,2018-09-09,10.0,12.5
ribeirao_preto,1,2018-09-16,13.0,11.3
ribeirao_preto,1,2018-09-23,12.0,9.9
ribeirao_preto,1,2018-09-30,23.0,11.8
ribeirao_preto,1,2018-10-07,22.0,19.2
ribeirao_preto,1,2018-10-14,30.0,20.7
ribeirao_preto,1,2018-10-21,20.0,22.6
ribeirao_preto,1,2018-10-28,23.0,22.2
ribeirao_preto,1,2018-11-04,25.0,20.9
ribeirao_preto,1,2018-11-11,22.0,24.6
ribeirao_preto,1,2018-11-18,30.0,23.4
ribeirao_preto,1,2018-11-25,47.0,26.6
ribeirao_preto,1,2018-12-02,65.0,43.3
ribeirao_preto,1,2018-12-09,52.0,53.5
ribeirao_preto,1,2018-12-16,58.0,51.2
ribeirao_preto,1,2018-12-23,58.0,47.8
ribeirao_preto,1,2018-12-30,169.0,46.3
ribeirao_preto,1,2019-01-06,78.0,188.2
ribeirao_preto,1,2019-01-13,128.0,74.0
ribeirao_preto,1,2019-01-20,213.0,138.9
ribeirao_preto,1,2019-01-27,352.0,257.8
ribeirao_preto,1,2019-02-03,502.0,425.4
ribeirao_preto,1,2019-02-10,464.0,610.2
ribeirao_preto,1,2019-02-17,568.0,575.5
ribeirao_preto,1,2019-02-24,615.0,655.5
ribeirao_preto,1,2019-03-03,652.0,684.3
ribeirao_preto,1,2019-03-10,705.0,712.5
ribeirao_preto,1,2019-03-17,904.0,729.9
ribeirao_preto,1,2019-03-24,1026.0,877.0
ribeirao_preto,1,2019-03-31,1142.0,979.1
ribeirao_preto,1,2019-04-07,1309.0,1103.3
ribeirao_preto,1,2019-04-14,1401.0,1254.4
ribeirao_preto,1,2019-04-21,1728.0,1224.6
ribeirao_preto,1,2019-04-28,1521.0,1463.2
ribeirao_preto,1,2019-05-05,1831.0,1133.5
ribeirao_preto,1,2019-05-12,1852.0,1309.3
ribeirao_preto,1,2019-05-19,1386.0,1385.3
ribeirao_preto,1,2019-05-26,1066.0,972.6
ribeirao_preto,1,2019-06-02,756.0,699.6
ribeirao_preto,1,2019-06-09,594.0,543.0
ribeirao_preto,1,2019-06-16,432.0,407.3
ribeirao_preto,1,2019-06-23,394.0,323.4
ribeirao_preto,1,2019-06-30,277.0,273.4
ribeirao_preto,1,2019-07-07,197.0,230.7
ribeirao_preto,1,2019-07-14,131.0,163.7
ribeirao_preto,1,2019-07-21,104.0,109.5
ribeirao_preto,1,2019-07-28,66.0,84.9
ribeirao_preto,1,2019-08-04,76.0,74.7
ribeirao_preto,1,2019-08-11,98.0,66.2
ribeirao_preto,1,2019-08-18,79.0,79.4
ribeirao_preto,1,2019-08-25,75.0,82.1
ribeirao_preto,1,2019-09-01,65.0,75.5
ribeirao_preto,1,2019-09-08,50.0,65.9
ribeirao_preto,1,2019-09-15,61.0,53.6
ribeirao_preto,1,2019-09-22,39.0,62.0
ribeirao_preto,1,2019-09-29,63.0,40.8
ribeirao_preto,1,2019-10-06,49.0,65.5
ribeirao_preto,1,2019-10-13,56.0,50.3
ribeirao_preto,1,2019-10-20,61.0,53.1
ribeirao_preto,1,2019-10-27,49.0,60.4
ribeirao_preto,1,2019-11-03,56.0,51.8
ribeirao_preto,1,2019-11-10,67.0,58.3
ribeirao_preto,1,2019-11-17,105.0,65.3
ribeirao_preto,1,2019-11-24,109.0,96.6
ribeirao_preto,1,2019-12-01,152.0,96.0
ribeirao_preto,1,2019-12-08,173.0,138.5
ribeirao_preto,1,2019-12-15,160.0,147.5
ribeirao_preto,1,2019-12-22,175.0,142.7
ribeirao_preto,1,2019-12-29,251.0,146.6
ribeirao_preto,1,2020-01-05,624.0,258.2
ribeirao_preto,1,2020-01-12,948.0,649.3
ribeirao_preto,1,2020-01-19,1212.0,1349.4
ribeirao_preto,1,2020-01-26,1575.0,1530.7
ribeirao_preto,1,2020-02-02,2146.0,1790.5
ribeirao_preto,1,2020-02-09,2338.0,2651.4
ribeirao_preto,1,2020-02-16,2319.0,2574.3
ribeirao_preto,1,2020-02-23,2118.0,2517.5
ribeirao_preto,1,2020-03-01,2266.0,2228.0
ribeirao_preto,1,2020-03-08,2119.0,2350.5
ribeirao_preto,1,2020-03-15,1333.0,2118.3
ribeirao_preto,1,2020-03-22,917.0,1328.4
ribeirao_preto,1,2020-03-29,742.0,999.1
ribeirao_preto,1,2020-04-05,708.0,651.7
ribeirao_preto,1,2020-04-12,680.0,562.0
ribeirao_preto,1,2020-04-19,521.0,575.5
ribeirao_preto,1,2020-04-26,545.0,412.5
ribeirao_preto,1,2020-05-03,488.0,426.5
ribeirao_preto,1,2020-05-10,442.0,340.7
ribeirao_preto,1,2020-05-17,288.0,337.2
ribeirao_preto,1,2020-05-24,227.0,205.2
ribeirao_preto,1,2020-05-31,277.0,163.5
ribeirao_preto,1,2020-06-07,236.0,197.1
ribeirao_preto,1,2020-06-14,268.0,180.2
ribeirao_preto,1,2020-06-21,198.0,216.0
ribeirao_preto,1,2020-06-28,137.0,153.7
ribeirao_preto,1,2020-07-05,179.0,116.1
ribeirao_preto,1,2020-07-12,142.0,139.7
ribeirao_preto,1,2020-07-19,105.0,117.5
ribeirao_preto,1,2020-07-26,93.0,84.6
ribeirao_preto,1,2020-08-02,93.0,83.2
ribeirao_preto,1,2020-08-09,89.0,74.7
ribeirao_preto,1,2020-08-16,60.0,87.1
ribeirao_preto,1,2020-08-23,50.0,61.3
ribeirao_preto,1,2020-08-30,60.0,61.1
ribeirao_preto,1,2020-09-06,58.0,64.1
ribeirao_preto,1,2020-09-13,56.0,67.0
ribeirao_preto,1,2020-09-20,48.0,55.3
ribeirao_preto,1,2020-09-27,54.0,48.9
ribeirao_preto,1,2020-10-04,63.0,53.2
ribeirao_preto,1,2020-10-11,41.0,59.6
ribeirao_preto,1,2020-10-18,45.0,44.0
ribeirao_preto,1,2020-10-25,34.0,51.8
ribeirao_preto,1,2020-11-01,47.0,34.9
ribeirao_preto,1,2020-11-08,42.0,45.3
ribeirao_preto,1,2020-11-15,65.0,42.4
ribeirao_preto,1,2020-11-22,59.0,63.8
ribeirao_preto,1,2020-11-29,74.0,60.5
ribeirao_preto,1,2020-12-06,69.0,71.6
ribeirao_preto,1,2020-12-13,84.0,67.6
ribeirao_preto,1,2020-12-20,56.0,71.7
ribeirao_preto,1,2020-12-27,47.0,58.6
ribeirao_preto,1,2021-01-03,131.0,86.9
ribeirao_preto,1,2021-01-10,120.0,113.5
ribeirao_preto,1,2021-01-17,147.0,159.5
ribeirao_preto,1,2021-01-24,142.0,170.8
ribeirao_preto,1,2021-01-31,155.0,176.8
ribeirao_preto,1,2021-02-07,120.0,169.1
ribeirao_preto,1,2021-02-14,137.0,124.9
ribeirao_preto,1,2021-02-21,141.0,144.8
ribeirao_preto,1,2021-02-28,126.0,165.1
ribeirao_preto,1,2021-03-07,121.0,143.2
ribeirao_preto,1,2021-03-14,106.0,128.5
ribeirao_preto,1,2021-03-21,126.0,106.4
ribeirao_preto,1,2021-03-28,103.0,125.1
ribeirao_preto,1,2021-04-04,115.0,100.4
ribeirao_preto,1,2021-04-11,111.0,114.8
ribeirao_preto,1,2021-04-18,98.0,116.3
ribeirao_preto,1,2021-04-25,110.0,90.9
ribeirao_preto,1,2021-05-02,106.0,100.6
ribeirao_preto,1,2021-05-09,107.0,86.4
ribeirao_preto,1,2021-05-16,83.0,83.7
ribeirao_preto,1,2021-05-23,63.0,61.6
ribeirao_preto,1,2021-05-30,73.0,47.0
ribeirao_preto,1,2021-06-06,55.0,55.4
ribeirao_preto,1,2021-06-13,63.0,42.9
ribeirao_preto,1,2021-06-20,67.0,48.5
ribeirao_preto,1,2021-06-27,32.0,53.3
ribeirao_preto,1,2021-07-04,46.0,28.0
ribeirao_preto,1,2021-07-11,47.0,33.9
ribeirao_preto,1,2021-07-18,43.0,35.6
ribeirao_preto,1,2021-07-25,25.0,35.7
ribeirao_preto,1,2021-08-01,30.0,21.4
ribeirao_preto,1,2021-08-08,36.0,24.7
ribeirao_preto,1,2021-08-15,42.0,30.5
ribeirao_preto,1,2021-08-22,37.0,35.0
ribeirao_preto,1,2021-08-29,39.0,37.5
ribeirao_preto,1,2021-09-05,37.0,38.1
ribeirao_preto,1,2021-09-12,50.0,40.5
ribeirao_preto,1,2021-09-19,47.0,50.3
ribeirao_preto,1,2021-09-26,56.0,47.5
ribeirao_preto,1,2021-10-03,33.0,52.9
ribeirao_preto,1,2021-10-10,33.0,35.2
ribeirao_preto,1,2021-10-17,33.0,38.6
ribeirao_preto,1,2021-10-24,44.0,39.6
ribeirao_preto,1,2021-10-31,52.0,39.0
ribeirao_preto,1,2021-11-07,43.0,48.2
ribeirao_preto,1,2021-11-14,58.0,43.0
ribeirao_preto,1,2021-11-21,47.0,56.0
ribeirao_preto,1,2021-11-28,64.0,55.0
ribeirao_preto,1,2021-12-05,69.0,64.8
ribeirao_preto,1,2021-12-12,71.0,67.9
ribeirao_preto,1,2021-12-19,91.0,69.9
ribeirao_preto,1,2021-12-26,59.0,80.7
ribeirao_preto,1,2022-01-02,148.0,68.5
ribeirao_preto,1,2022-01-09,158.0,158.5
ribeirao_preto,1,2022-01-16,92.0,183.7
ribeirao_preto,1,2022-01-23,120.0,110.6
ribeirao_preto,1,2022-01-30,111.0,117.2
ribeirao_preto,1,2022-02-06,161.0,127.8
ribeirao_preto,1,2022-02-13,156.0,174.2
ribeirao_preto,1,2022-02-20,182.0,173.9
ribeirao_preto,1,2022-02-27,257.0,195.4
ribeirao_preto,1,2022-03-06,362.0,262.4
ribeirao_preto,1,2022-03-13,452.0,370.3
ribeirao_preto,1,2022-03-20,653.0,535.0
ribeirao_preto,1,2022-03-27,720.0,769.2
ribeirao_preto,1,2022-04-03,932.0,798.8
ribeirao_preto,1,2022-04-10,954.0,998.6
ribeirao_preto,1,2022-04-17,980.0,973.2
ribeirao_preto,1,2022-04-24,1192.0,902.8
ribeirao_preto,1,2022-05-01,1167.0,1055.1
ribeirao_preto,1,2022-05-08,1196.0,943.9
ribeirao_preto,1,2022-05-15,802.0,876.7
ribeirao_preto,1,2022-05-22,710.0,564.8
ribeirao_preto,1,2022-05-29,628.0,487.0
ribeirao_preto,1,2022-06-05,569.0,446.7
ribeirao_preto,1,2022-06-12,389.0,374.7
ribeirao_preto,1,2022-06-19,487.0,295.3
ribeirao_preto,1,2022-06-26,493.0,379.7
ribeirao_preto,1,2022-07-03,388.0,390.5
ribeirao_preto,1,2022-07-10,334.0,304.7
ribeirao_preto,1,2022-07-17,274.0,259.8
ribeirao_preto,1,2022-07-24,301.0,200.0
ribeirao_preto,1,2022-07-31,235.0,244.7
ribeirao_preto,1,2022-08-07,265.0,201.2
ribeirao_preto,1,2022-08-14,217.0,228.2
ribeirao_preto,1,2022-08-21,208.0,204.7
ribeirao_preto,1,2022-08-28,199.0,205.4
ribeirao_preto,1,2022-09-04,242.0,200.3
ribeirao_preto,1,2022-09-11,184.0,251.6
ribeirao_preto,1,2022-09-18,168.0,201.2
ribeirao_preto,1,2022-09-25,178.0,175.1
ribeirao_preto,1,2022-10-02,136.0,180.4
ribeirao_preto,1,2022-10-09,159.0,146.4
ribeirao_preto,1,2022-10-16,151.0,151.2
ribeirao_preto,1,2022-10-23,125.0,139.4
ribeirao_preto,1,2022-10-30,133.0,131.9
ribeirao_preto,1,2022-11-06,211.0,131.4
ribeirao_preto,1,2022-11-13,158.0,180.8
ribeirao_preto,1,2022-11-20,155.0,168.8
ribeirao_preto,1,2022-11-27,120.0,164.3
ribeirao_preto,1,2022-12-04,138.0,119.6
ribeirao_preto,1,2022-12-11,54.0,138.6
ribeirao_preto,1,2022-12-18,7.0,65.6
ribeirao_preto,1,2022-12-25,71.0,7.8
ribeirao_preto,1,2023-01-01,220.0,33.6
ribeirao_preto,1,2023-01-08,281.0,227.8
ribeirao_preto,1,2023-01-15,259.0,333.4
ribeirao_preto,1,2023-01-22,375.0,335.1
ribeirao_preto,1,2023-01-29,401.0,418.9
ribeirao_preto,1,2023-02-05,526.0,452.6
ribeirao_preto,1,2023-02-12,521.0,568.2
ribeirao_preto,1,2023-02-19,574.0,592.4
ribeirao_preto,1,2023-02-26,700.0,646.9
ribeirao_preto,1,2023-03-05,856.0,772.2
ribeirao_preto,1,2023-03-12,936.0,926.7
ribeirao_preto,1,2023-03-19,1235.0,988.8
ribeirao_preto,1,2023-03-26,1334.0,1280.3
ribeirao_preto,1,2023-04-02,1346.0,1387.0
ribeirao_preto,1,2023-04-09,1556.0,1368.6
ribeirao_preto,1,2023-04-16,1374.0,1531.7
ribeirao_preto,1,2023-04-23,1509.0,1242.1
ribeirao_preto,1,2023-04-30,1529.0,1330.6
ribeirao_preto,1,2023-05-07,1275.0,1162.4
ribeirao_preto,1,2023-05-14,1139.0,924.9
ribeirao_preto,1,2023-05-21,775.0,799.5
ribeirao_preto,1,2023-05-28,639.0,548.0
ribeirao_preto,1,2023-06-04,501.0,451.4
ribeirao_preto,1,2023-06-11,344.0,375.7
ribeirao_preto,1,2023-06-18,304.0,260.0
ribeirao_preto,1,2023-06-25,290.0,235.3
ribeirao_preto,1,2023-07-02,212.0,215.2
ribeirao_preto,1,2023-07-09,217.0,146.3
ribeirao_preto,1,2023-07-16,179.0,166.3
ribeirao_preto,1,2023-07-23,183.0,145.0
ribeirao_preto,1,2023-07-30,180.0,145.1
ribeirao_preto,1,2023-08-06,180.0,154.4
ribeirao_preto,1,2023-08-13,155.0,159.7
ribeirao_preto,1,2023-08-20,192.0,146.0
ribeirao_preto,1,2023-08-27,130.0,178.6
ribeirao_preto,1,2023-09-03,163.0,135.7
ribeirao_preto,1,2023-09-10,237.0,163.9
ribeirao_preto,1,2023-09-17,201.0,194.7
ribeirao_preto,1,2023-09-24,201.0,185.0
ribeirao_preto,1,2023-10-01,190.0,201.1
ribeirao_preto,1,2023-10-08,164.0,187.0
ribeirao_preto,1,2023-10-15,192.0,182.1
ribeirao_preto,1,2023-10-22,212.0,183.0
ribeirao_preto,1,2023-10-29,204.0,197.4
ribeirao_preto,1,2023-11-05,225.0,197.3
ribeirao_preto,1,2023-11-12,206.0,221.1
ribeirao_preto,1,2023-11-19,228.0,214.0
ribeirao_preto,1,2023-11-26,292.0,225.5
ribeirao_preto,1,2023-12-03,318.0,275.0
ribeirao_preto,1,2023-12-10,354.0,288.7
ribeirao_preto,1,2023-12-17,358.0,398.5
ribeirao_preto,1,2023-12-24,327.0,304.7
ribeirao_preto,1,2023-12-31,677.0,260.7
ribeirao_preto,1,2024-01-07,932.0,543.3
ribeirao_preto,1,2024-01-14,1104.0,1070.3
ribeirao_preto,1,2024-01-21,1397.0,1285.9
ribeirao_preto,1,2024-01-28,1712.0,1450.0
ribeirao_preto,1,2024-02-04,1984.0,1899.5
ribeirao_preto,1,2024-02-11,2623.0,2144.1
ribeirao_preto,1,2024-02-18,2646.0,2897.8
ribeirao_preto,1,2024-02-25,2810.0,2926.8
ribeirao_preto,1,2024-03-03,2996.0,2960.3
ribeirao_preto,1,2024-03-10,2937.0,3115.9
ribeirao_preto,1,2024-03-17,2759.0,2957.2
ribeirao_preto,1,2024-03-24,2164.0,2706.4
ribeirao_preto,1,2024-03-31,3152.0,2031.6
ribeirao_preto,1,2024-04-07,2987.0,2895.1
ribeirao_preto,1,2024-04-14,2995.0,2830.6
ribeirao_preto,1,2024-04-21,3124.0,2775.1
ribeirao_preto,1,2024-04-28,2995.0,2895.0
ribeirao_preto,1,2024-05-05,2868.0,2401.2
ribeirao_preto,1,2024-05-12,2961.0,2189.6
ribeirao_preto,1,2024-05-19,2475.0,2247.7
ribeirao_preto,1,2024-05-26,1573.0,1877.1
ribeirao_preto,1,2024-06-02,1303.0,1179.5
ribeirao_preto,1,2024-06-09,1276.0,923.6
ribeirao_preto,1,2024-06-16,1114.0,841.5
ribeirao_preto,1,2024-06-23,849.0,698.0
ribeirao_preto,1,2024-06-30,713.0,629.1
ribeirao_preto,1,2024-07-07,629.0,494.1
ribeirao_preto,1,2024-07-14,502.0,428.3
ribeirao_preto,1,2024-07-21,452.0,373.7
ribeirao_preto,1,2024-07-28,474.0,349.2
ribeirao_preto,1,2024-08-04,416.0,418.5
ribeirao_preto,1,2024-08-11,381.0,387.2
ribeirao_preto,1,2024-08-18,425.0,363.3
ribeirao_preto,1,2024-08-25,367.0,404.2
ribeirao_preto,1,2024-09-01,402.0,380.4
ribeirao_preto,1,2024-09-08,431.0,418.1
ribeirao_preto,1,2024-09-15,400.0,450.0
ribeirao_preto,1,2024-09-22,448.0,408.9
ribeirao_preto,1,2024-09-29,433.0,437.1
ribeirao_preto,1,2024-10-06,366.0,419.4
ribeirao_preto,1,2024-10-13,432.0,374.9
ribeirao_preto,1,2024-10-20,388.0,423.6
ribeirao_preto,1,2024-10-27,441.0,372.5
ribeirao_preto,1,2024-11-03,374.0,434.6
ribeirao_preto,1,2024-11-10,390.0,372.0
ribeirao_preto,1,2024-11-17,489.0,403.5
ribeirao_preto,1,2024-11-24,497.0,443.9
ribeirao_preto,1,2024-12-01,581.0,438.1
ribeirao_preto,1,2024-12-08,663.0,550.1
ribeirao_preto,1,2024-12-15,780.0,552.8
ribeirao_preto,1,2024-12-22,770.0,572.1
ribeirao_preto,1,2024-12-29,1039.0,689.1
ribeirao_preto,1,2025-01-05,1081.0,1007.2
ribeirao_preto,1,2025-01-12,1360.0,1182.6
ribeirao_preto,1,2025-01-19,1557.0,1480.8
ribeirao_preto,1,2025-01-26,1785.0,1749.2
ribeirao_preto,1,2025-02-02,1942.0,2002.9
ribeirao_preto,1,2025-02-09,2355.0,2181.9
ribeirao_preto,1,2025-02-16,2418.0,2673.6
ribeirao_preto,1,2025-02-23,2465.0,2667.4
ribeirao_preto,1,2025-03-02,2236.0,2637.5
ribeirao_preto,1,2025-03-09,2334.0,2383.2
ribeirao_preto,1,2025-03-16,2201.0,2414.7
ribeirao_preto,1,2025-03-23,1883.0,2177.0
ribeirao_preto,1,2025-03-30,1690.0,1853.2
ribeirao_preto,1,2025-04-06,1637.0,1517.4
ribeirao_preto,1,2025-04-13,1234.0,1462.0
ribeirao_preto,1,2025-04-20,1436.0,1053.3
ribeirao_preto,1,2025-04-27,1194.0,1200.1
ribeirao_preto,1,2025-05-04,1127.0,935.3
ribeirao_preto,1,2025-05-11,904.0,835.6
ribeirao_preto,1,2025-05-18,797.0,647.5
ribeirao_preto,1,2025-05-25,579.0,545.8
ribeirao_preto,1,2025-06-01,437.0,415.6
ribeirao_preto,1,2025-06-08,324.0,349.8
ribeirao_preto,1,2025-06-15,384.0,263.2
ribeirao_preto,1,2025-06-22,275.0,303.7
ribeirao_preto,1,2025-06-29,213.0,213.3
ribeirao_preto,1,2025-07-06,159.0,168.8
ribeirao_preto,1,2025-07-13,156.0,129.9
ribeirao_preto,1,2025-07-20,146.0,123.1
ribeirao_preto,1,2025-07-27,138.0,120.6
ribeirao_preto,1,2025-08-03,177.0,121.3
ribeirao_preto,1,2025-08-10,187.0,144.3
ribeirao_preto,1,2025-08-17,202.0,171.2
ribeirao_preto,1,2025-08-24,210.0,168.4
ribeirao_preto,1,2025-08-31,231.0,203.8
ribeirao_preto,1,2025-09-07,245.0,227.6
ribeirao_preto,1,2025-09-14,250.0,243.6
ribeirao_preto,1,2025-09-21,263.0,240.3
ribeirao_preto,1,2025-09-28,329.0,254.2
ribeirao_preto,1,2025-10-05,297.0,283.7
ribeirao_preto,1,2025-10-12,283.0,296.0
ribeirao_preto,1,2025-10-19,347.0,281.2
ribeirao_preto,1,2025-10-26,298.0,312.4
ribeirao_preto,1,2025-11-02,331.0,289.7
ribeirao_preto,1,2025-11-09,336.0,329.0
ribeirao_preto,1,2025-11-16,231.0,325.4
ribeirao_preto,1,2025-11-23,245.0,246.6
ribeirao_preto,1,2025-11-30,292.0,237.1
ribeirao_preto,1,2025-12-07,242.0,252.3
ribeirao_preto,1,2025-12-14,253.0,189.3
ribeirao_preto,1,2025-12-21,280.0,201.9
ribeirao_preto,1,2025-12-28,260.0,270.4
ribeirao_preto,1,2026-01-04,374.0,349.3
ribeirao_preto,1,2026-01-11,287.0,416.4
ribeirao_preto,1,2026-01-18,385.0,320.5
ribeirao_preto,1,2026-01-25,411.0,437.8
ribeirao_preto,1,2026-02-01,405.0,469.1
ribeirao_preto,1,2026-02-08,423.0,458.5
ribeirao_preto,1,2026-02-15,442.0,491.6
ribeirao_preto,1,2026-02-22,443.0,488.6
ribeirao_preto,1,2026-03-01,552.0,491.5
ribeirao_preto,1,2026-03-08,466.0,615.2
ribeirao_preto,1,2026-03-15,445.0,511.4
ribeirao_preto,1,2026-03-22,414.0,455.9
ribeirao_preto,1,2026-03-29,341.0,427.6
ribeirao_preto,1,2026-04-05,333.0,332.3
ribeirao_preto,1,2026-04-12,294.0,316.6
ribeirao_preto,1,2026-04-19,315.0,276.9
ribeirao_preto,1,2026-04-26,258.0,292.1
ribeirao_preto,1,2026-05-03,192.0,220.1
ribeirao_preto,1,2026-05-10,148.0,146.1
ribeirao_preto,1,2026-05-17,144.0,112.3
ribeirao_preto,1,2026-05-24,154.0,106.6
ribeirao_preto,1,2026-05-31,109.0,111.4
ribeirao_preto,1,2026-06-07,92.0,87.9
ribeirao_preto,1,2026-06-14,84.0,71.9
ribeirao_preto,1,2026-06-21,61.0,65.0
ribeirao_preto,1,2026-06-28,82.0,48.2
ribeirao_preto,1,2026-07-05,68.0,64.3
ribeirao_preto,2,2015-01-18,44.0,71.3
ribeirao_preto,2,2015-01-25,86.0,59.1
ribeirao_preto,2,2015-02-01,97.0,47.4
ribeirao_preto,2,2015-02-08,131.0,98.5
ribeirao_preto,2,2015-02-15,159.0,160.5
ribeirao_preto,2,2015-02-22,241.0,184.6
ribeirao_preto,2,2015-03-01,293.0,203.3
ribeirao_preto,2,2015-03-08,373.0,369.3
ribeirao_preto,2,2015-03-15,409.0,421.3
ribeirao_preto,2,2015-03-22,330.0,521.0
ribeirao_preto,2,2015-03-29,410.0,528.6
ribeirao_preto,2,2015-04-05,585.0,396.7
ribeirao_preto,2,2015-04-12,573.0,401.4
ribeirao_preto,2,2015-04-19,542.0,498.2
ribeirao_preto,2,2015-04-26,663.0,427.7
ribeirao_preto,2,2015-05-03,527.0,352.6
ribeirao_preto,2,2015-05-10,533.0,422.3
ribeirao_preto,2,2015-05-17,499.0,267.1
ribeirao_preto,2,2015-05-24,384.0,245.8
ribeirao_preto,2,2015-05-31,293.0,231.1
ribeirao_preto,2,2015-06-07,257.0,179.8
ribeirao_preto,2,2015-06-14,250.0,135.9
ribeirao_preto,2,2015-06-21,176.0,125.5
ribeirao_preto,2,2015-06-28,140.0,122.2
ribeirao_preto,2,2015-07-05,117.0,104.0
ribeirao_preto,2,2015-07-12,113.0,91.6
ribeirao_preto,2,2015-07-19,111.0,72.7
ribeirao_preto,2,2015-07-26,107.0,77.2
ribeirao_preto,2,2015-08-02,88.0,104.8
ribeirao_preto,2,2015-08-09,101.0,98.1
ribeirao_preto,2,2015-08-16,101.0,97.1
ribeirao_preto,2,2015-08-23,88.0,97.4
ribeirao_preto,2,2015-08-30,64.0,99.3
