data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,municipio_nome,rt,pop,receptivo,transmissao,nivel_inc,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year,tmin,tmed,tmax,precipitacao,umidade,casos_est_lag_1,tmin_lag_1,rt_lag_1,casos_est_lag_2,tmin_lag_2,rt_lag_2,casos_est_lag_3,tmin_lag_3,rt_lag_3,casos_est_lag_4,tmin_lag_4,rt_lag_4,casos_est_roll_4,tmin_roll_4,target_h1,target_h2,target_h3,target_h4
2010-01-03,201001,9.0,9,9,9,0.0,2.209934,0,1,353870920100119589,2023-08-20,Piracicaba,0.0,407252,1,0,0,7,,,,,200588,22.16,26.03,31.57,39.2,77.43,,,,,,,,,,,,,,,4.0,5.0,10.0,14.0
2010-01-10,201002,4.0,4,4,4,0.0,0.9821928,0,1,353870920100219589,2023-08-20,Piracicaba,0.0,407252,1,0,0,4,,,,,200588,21.7,24.99,29.61,46.9,80.14,9.0,22.16,0.0,,,,,,,,,,,,5.0,10.0,14.0,14.0
2010-01-17,201003,5.0,5,5,5,0.0,1.227741,0,2,353870920100319589,2023-08-20,Piracicaba,0.0,407252,1,0,0,2,,,,,200588,21.44,24.39,29.19,93.5,84.43,4.0,21.7,0.0,9.0,22.16,0.0,,,,,,,,,10.0,14.0,14.0,20.0
2010-01-24,201004,10.0,10,10,10,0.0,2.455482,0,2,353870920100419589,2023-08-20,Piracicaba,0.0,407252,1,0,0,2,,,,,200588,20.4,23.26,27.47,133.9,87.29,5.0,21.44,0.0,4.0,21.7,0.0,9.0,22.16,0.0,,,,7.0,21.425,14.0,14.0,20.0,22.0
2010-01-31,201005,14.0,14,14,14,0.0,3.437675,0,2,353870920100519589,2023-08-20,Piracicaba,0.0,407252,1,0,0,7,,,,,200588,21.0,26.43,33.51,20.3,73.86,10.0,20.4,0.0,5.0,21.44,0.0,4.0,21.7,0.0,9.0,22.16,0.0,8.25,21.135,14.0,20.0,22.0,26.0
2010-02-07,201006,14.0,14,14,14,0.8225626,3.437675,0,1,353870920100619589,2023-08-20,Piracicaba,1.4585475,407252,0,0,0,3,,,,,200588,22.01,26.31,31.63,23.6,73.86,14.0,21.0,0.0,10.0,20.4,0.0,5.0,21.44,0.0,4.0,21.7,0.0,10.75,21.2125,20.0,22.0,26.0,32.0
2010-02-14,201007,20.0,20,20,20,0.90087444,4.910964,0,1,353870920100719589,2023-08-20,Piracicaba,1.5672513,407252,1,0,1,18,,,,,200588,21.54,25.84,30.76,34.4,74.57,14.0,22.01,1.4585475,14.0,21.0,0.0,10.0,20.4,0.0,5.0,21.44,0.0,14.5,21.2375,22.0,26.0,32.0,29.0
2010-02-21,201008,22.0,22,22,22,0.85652834,5.4020605,0,1,353870920100819589,2023-08-20,Piracicaba,1.4136441,407252,1,0,1,19,,,,,200588,21.24,25.66,30.79,24.0,73.43,20.0,21.54,1.5672513,14.0,22.01,1.4585475,14.0,21.0,0.0,10.0,20.4,0.0,17.5,21.447499999999998,26.0,32.0,29.0,38.0
2010-02-28,201009,26.0,26,26,26,0.85830647,6.3842535,0,2,353870920100919589,2023-08-20,Piracicaba,1.3760674,407252,1,0,1,22,,,,,200588,20.07,22.89,26.67,35.3,80.43,22.0,21.24,1.4136441,20.0,21.54,1.5672513,14.0,22.01,1.4585475,14.0,21.0,0.0,20.5,21.215,32.0,29.0,38.0,66.0
2010-03-07,201010,32.0,32,32,32,0.90439594,7.8575425,0,1,353870920101019589,2023-08-20,Piracicaba,1.425113,407252,0,0,1,26,,,,,200588,19.87,26.04,32.34,0.2,66.0,26.0,20.07,1.3760674,22.0,21.24,1.4136441,20.0,21.54,1.5672513,14.0,22.01,1.4585475,25.0,20.68,29.0,38.0,66.0,89.0
2010-03-14,201011,29.0,29,29,29,0.65062094,7.1208982,0,1,353870920101119589,2023-08-20,Piracicaba,1.1090541,407252,1,0,1,16,,,,,200588,20.49,25.0,30.66,19.8,75.86,32.0,19.87,1.425113,26.0,20.07,1.3760674,22.0,21.24,1.4136441,20.0,21.54,1.5672513,27.25,20.4175,38.0,66.0,89.0,78.0
2010-03-21,201012,38.0,38,38,38,0.8542703,9.3308325,0,1,353870920101219589,2023-08-20,Piracicaba,1.2923177,407252,1,0,1,23,,,,,200588,21.24,25.26,31.04,32.2,80.43,29.0,20.49,1.1090541,32.0,19.87,1.425113,26.0,20.07,1.3760674,22.0,21.24,1.4136441,31.25,20.4175,66.0,89.0,78.0,88.0
2010-03-28,201013,66.0,66,66,66,0.9995056,16.206182,0,2,353870920101319589,2023-08-20,Piracicaba,1.9657692,407252,1,1,1,59,,,,,200588,20.73,24.24,29.31,44.7,80.86,38.0,21.24,1.2923177,29.0,20.49,1.1090541,32.0,19.87,1.425113,26.0,20.07,1.3760674,41.25,20.5825,89.0,78.0,88.0,97.0
2010-04-04,201014,89.0,89,89,89,0.9999456,21.85379,0,1,353870920101419589,2023-08-20,Piracicaba,1.9866899,407252,0,1,1,85,,,,,200588,16.06,19.51,23.83,15.8,79.43,66.0,20.73,1.9657692,38.0,21.24,1.2923177,29.0,20.49,1.1090541,32.0,19.87,1.425113,55.5,19.63,78.0,88.0,97.0,143.0
2010-04-11,201015,78.0,78,78,78,0.8979072,19.15276,0,1,353870920101519589,2023-08-20,Piracicaba,1.2384326,407252,0,0,1,49,,,,,200588,15.5,21.71,28.43,0.1,69.57,89.0,16.06,1.9866899,66.0,20.73,1.9657692,38.0,21.24,1.2923177,29.0,20.49,1.1090541,67.75,18.3825,88.0,97.0,143.0,81.0
2010-04-18,201016,88.0,88,88,88,0.7983705,21.608242,0,1,353870920101619589,2023-08-20,Piracicaba,1.1386374,407252,0,0,1,45,,,,,200588,18.21,24.31,31.26,4.6,66.43,78.0,15.5,1.2384326,89.0,16.06,1.9866899,66.0,20.73,1.9657692,38.0,21.24,1.2923177,80.25,17.625,97.0,143.0,81.0,54.0
2010-04-25,201017,97.0,97,97,97,0.85376924,23.818176,0,1,353870920101719589,2023-08-20,Piracicaba,1.1698138,407252,0,0,1,75,,,,,200588,18.36,22.97,28.96,0.5,69.86,88.0,18.21,1.1386374,78.0,15.5,1.2384326,89.0,16.06,1.9866899,66.0,20.73,1.9657692,88.0,17.0325,143.0,81.0,54.0,33.0
2010-05-02,201018,143.0,143,143,143,0.999743,35.113396,0,1,353870920101819589,2023-08-20,Piracicaba,1.5840429,407252,0,1,1,125,,,,,200588,16.76,22.97,29.9,11.9,64.57,97.0,18.36,1.1698138,88.0,18.21,1.1386374,78.0,15.5,1.2384326,89.0,16.06,1.9866899,101.5,17.2075,81.0,54.0,33.0,30.0
2010-05-09,201019,81.0,81,81,81,0.047667127,19.889404,0,1,353870920101919589,2023-08-20,Piracicaba,0.7820003,407252,0,0,1,64,,,,,200588,12.96,17.41,23.31,3.9,72.0,143.0,16.76,1.5840429,97.0,18.36,1.1698138,88.0,18.21,1.1386374,78.0,15.5,1.2384326,102.25,16.5725,54.0,33.0,30.0,36.0
2010-05-16,201020,54.0,54,54,54,8.356968e-06,13.2596035,0,1,353870920102019589,2023-08-20,Piracicaba,0.49933448,407252,0,0,1,33,,,,,200588,14.34,18.9,24.13,12.5,71.43,81.0,12.96,0.7820003,143.0,16.76,1.5840429,97.0,18.36,1.1698138,88.0,18.21,1.1386374,93.75,15.605,33.0,30.0,36.0,27.0
2010-05-23,201021,33.0,33,33,33,2.0077553e-07,8.103091,0,1,353870920102119589,2023-08-20,Piracicaba,0.37756592,407252,0,0,1,18,,,,,200588,15.77,20.21,26.34,1.4,73.14,54.0,14.34,0.49933448,81.0,12.96,0.7820003,143.0,16.76,1.5840429,97.0,18.36,1.1698138,77.75,14.9575,30.0,36.0,27.0,19.0
2010-05-30,201022,30.0,30,30,30,0.00093782204,7.3664465,0,1,353870920102219589,2023-08-20,Piracicaba,0.50925344,407252,0,0,1,20,,,,,200588,14.56,19.2,24.66,19.4,67.86,33.0,15.77,0.37756592,54.0,14.34,0.49933448,81.0,12.96,0.7820003,143.0,16.76,1.5840429,49.5,14.407499999999999,36.0,27.0,19.0,13.0
2010-06-06,201023,36.0,36,36,36,0.3041941,8.839736,0,1,353870920102319589,2023-08-20,Piracicaba,0.88988984,407252,0,0,1,24,,,,,200588,11.0,15.99,22.5,2.8,69.29,30.0,14.56,0.50925344,33.0,15.77,0.37756592,54.0,14.34,0.49933448,81.0,12.96,0.7820003,38.25,13.9175,27.0,19.0,13.0,13.0
2010-06-13,201024,27.0,27,27,27,0.20271884,6.6298018,0,1,353870920102419589,2023-08-20,Piracicaba,0.8080015,407252,0,0,1,18,,,,,200588,10.11,17.77,27.06,0.0,62.0,36.0,11.0,0.88988984,30.0,14.56,0.50925344,33.0,15.77,0.37756592,54.0,14.34,0.49933448,31.5,12.86,19.0,13.0,13.0,7.0
2010-06-20,201025,19.0,19,19,19,0.04032873,4.6654162,0,1,353870920102519589,2023-08-20,Piracicaba,0.6087372,407252,0,0,1,7,,,,,200588,14.31,20.13,27.51,1.5,65.14,27.0,10.11,0.8080015,36.0,11.0,0.88988984,30.0,14.56,0.50925344,33.0,15.77,0.37756592,28.0,12.495000000000001,13.0,13.0,7.0,6.0
2010-06-27,201026,13.0,13,13,13,0.013849573,3.1921268,0,1,353870920102619589,2023-08-20,Piracicaba,0.48954922,407252,0,0,0,9,,,,,200588,11.26,17.91,26.59,0.0,64.0,19.0,14.31,0.6087372,27.0,10.11,0.8080015,36.0,11.0,0.88988984,30.0,14.56,0.50925344,23.75,11.67,13.0,7.0,6.0,9.0
2010-07-04,201027,13.0,13,13,13,0.106441274,3.1921268,0,1,353870920102719589,2023-08-20,Piracicaba,0.6486462,407252,0,0,0,6,,,,,200588,12.5,19.09,27.5,0.0,58.71,13.0,11.26,0.48954922,19.0,14.31,0.6087372,27.0,10.11,0.8080015,36.0,11.0,0.88988984,18.0,12.045,7.0,6.0,9.0,11.0
2010-07-11,201028,7.0,7,7,7,0.040292557,1.7188375,0,1,353870920102819589,2023-08-20,Piracicaba,0.46889812,407252,0,0,0,0,,,,,200588,15.47,18.94,23.27,37.5,77.57,13.0,12.5,0.6486462,13.0,11.26,0.48954922,19.0,14.31,0.6087372,27.0,10.11,0.8080015,13.0,13.385000000000002,6.0,9.0,11.0,6.0
2010-07-18,201029,6.0,6,6,6,0.08701182,1.4732893,0,1,353870920102919589,2023-08-20,Piracicaba,0.5217409,407252,0,0,0,1,,,,,200588,16.23,21.4,28.23,0.0,71.43,7.0,15.47,0.46889812,13.0,12.5,0.6486462,13.0,11.26,0.48954922,19.0,14.31,0.6087372,9.75,13.865,9.0,11.0,6.0,3.0
2010-07-25,201030,9.0,9,9,9,0.5324559,2.209934,0,1,353870920103019589,2023-08-20,Piracicaba,1.0385758,407252,0,0,0,6,,,,,200588,15.56,21.01,27.46,0.0,61.0,6.0,16.23,0.5217409,7.0,15.47,0.46889812,13.0,12.5,0.6486462,13.0,11.26,0.48954922,8.75,14.940000000000001,11.0,6.0,3.0,5.0
2010-08-01,201031,11.0,11,11,11,0.7890885,2.7010303,0,1,353870920103119589,2023-08-20,Piracicaba,1.4433488,407252,0,0,0,8,,,,,200588,13.4,17.76,24.46,0.0,68.29,9.0,15.56,1.0385758,6.0,16.23,0.5217409,7.0,15.47,0.46889812,13.0,12.5,0.6486462,8.25,15.165000000000001,6.0,3.0,5.0,5.0
2010-08-08,201032,6.0,6,6,6,0.25171867,1.4732893,0,1,353870920103219589,2023-08-20,Piracicaba,0.7087802,407252,0,0,0,5,,,,,200588,13.64,19.81,27.47,0.0,58.86,11.0,13.4,1.4433488,9.0,15.56,1.0385758,6.0,16.23,0.5217409,7.0,15.47,0.46889812,8.0,14.7075,3.0,5.0,5.0,4.0
2010-08-15,201033,3.0,3,3,3,0.041590784,0.7366446,0,1,353870920103319589,2023-08-20,Piracicaba,0.35142687,407252,0,0,0,0,,,,,200588,9.7,17.23,25.54,0.0,52.86,6.0,13.64,0.7087802,11.0,13.4,1.4433488,9.0,15.56,1.0385758,6.0,16.23,0.5217409,7.25,13.075,5.0,5.0,4.0,14.0
2010-08-22,201034,5.0,5,5,5,0.31633955,1.227741,0,1,353870920103419589,2023-08-20,Piracicaba,0.76165354,407252,0,0,0,0,,,,,200588,13.17,23.16,33.03,0.0,36.57,3.0,9.7,0.35142687,6.0,13.64,0.7087802,11.0,13.4,1.4433488,9.0,15.56,1.0385758,6.25,12.4775,5.0,4.0,14.0,7.0
2010-08-29,201035,5.0,5,5,5,0.5315507,1.227741,0,1,353870920103519589,2023-08-20,Piracicaba,1.0497452,407252,0,0,0,0,,,,,200588,15.79,24.14,33.03,0.0,41.86,5.0,13.17,0.76165354,3.0,9.7,0.35142687,6.0,13.64,0.7087802,11.0,13.4,1.4433488,4.75,13.075,4.0,14.0,7.0,5.0
2010-09-05,201036,4.0,4,4,4,0.4256931,0.9821928,0,1,353870920103619589,2023-08-20,Piracicaba,0.8848871,407252,0,0,0,0,,,,,200588,14.9,20.2,27.36,7.3,64.86,5.0,15.79,1.0497452,5.0,13.17,0.76165354,3.0,9.7,0.35142687,6.0,13.64,0.7087802,4.25,13.39,14.0,7.0,5.0,7.0
2010-09-12,201037,14.0,14,14,14,0.9830507,3.437675,0,1,353870920103719589,2023-08-20,Piracicaba,2.7352452,407252,0,0,0,0,,,,,200588,17.59,24.1,31.99,0.0,47.71,4.0,14.9,0.8848871,5.0,15.79,1.0497452,5.0,13.17,0.76165354,3.0,9.7,0.35142687,7.0,15.362499999999999,7.0,5.0,7.0,7.0
2010-09-19,201038,7.0,7,7,7,0.51598984,1.7188375,0,1,353870920103819589,2023-08-20,Piracicaba,1.0211197,407252,0,0,0,0,,,,,200588,17.53,23.19,30.26,8.1,60.14,14.0,17.59,2.7352452,4.0,14.9,0.8848871,5.0,15.79,1.0497452,5.0,13.17,0.76165354,7.5,16.4525,5.0,7.0,7.0,5.0
2010-09-26,201039,5.0,5,5,5,0.14353494,1.227741,0,1,353870920103919589,2023-08-20,Piracicaba,0.5675788,407252,0,0,0,0,,,,,200588,18.41,20.99,24.36,89.3,86.29,7.0,17.53,1.0211197,14.0,17.59,2.7352452,4.0,14.9,0.8848871,5.0,15.79,1.0497452,7.5,17.1075,7.0,7.0,5.0,5.0
2010-10-03,201040,7.0,7,7,7,0.39459497,1.7188375,0,1,353870920104019589,2023-08-20,Piracicaba,0.8742598,407252,0,0,0,0,,,,,200588,16.4,20.83,25.89,16.9,74.86,5.0,18.41,0.5675788,7.0,17.53,1.0211197,14.0,17.59,2.7352452,4.0,14.9,0.8848871,8.25,17.482499999999998,7.0,5.0,5.0,10.0
2010-10-10,201041,7.0,7,7,7,0.5519237,1.7188375,0,1,353870920104119589,2023-08-20,Piracicaba,1.0712347,407252,0,0,0,0,,,,,200588,14.39,20.23,27.59,8.7,70.71,7.0,16.4,0.8742598,5.0,18.41,0.5675788,7.0,17.53,1.0211197,14.0,17.59,2.7352452,6.5,16.6825,5.0,5.0,10.0,8.0
2010-10-17,201042,5.0,5,5,5,0.33259234,1.227741,0,1,353870920104219589,2023-08-20,Piracicaba,0.78042996,407252,0,0,0,0,,,,,200588,15.91,22.0,28.99,18.8,71.0,7.0,14.39,1.0712347,7.0,16.4,0.8742598,5.0,18.41,0.5675788,7.0,17.53,1.0211197,6.0,16.2775,5.0,10.0,8.0,9.0
2010-10-24,201043,5.0,5,5,5,0.34720704,1.227741,0,1,353870920104319589,2023-08-20,Piracicaba,0.79756814,407252,0,0,0,0,,,,,200588,17.14,22.89,29.84,20.0,67.14,5.0,15.91,0.78042996,7.0,14.39,1.0712347,7.0,16.4,0.8742598,5.0,18.41,0.5675788,6.0,15.96,10.0,8.0,9.0,10.0
2010-10-31,201044,10.0,10,10,10,0.86005586,2.455482,0,1,353870920104419589,2023-08-20,Piracicaba,1.7125272,407252,0,0,0,2,,,,,200588,18.87,24.2,30.43,27.4,65.43,5.0,17.14,0.79756814,5.0,15.91,0.78042996,7.0,14.39,1.0712347,7.0,16.4,0.8742598,6.75,16.5775,8.0,9.0,10.0,8.0
2010-11-07,201045,8.0,8,8,8,0.6611734,1.9643856,0,1,353870920104519589,2023-08-20,Piracicaba,1.2372717,407252,0,0,0,1,,,,,200588,18.06,23.1,28.83,24.4,68.86,10.0,18.87,1.7125272,5.0,17.14,0.79756814,5.0,15.91,0.78042996,7.0,14.39,1.0712347,7.0,17.494999999999997,9.0,10.0,8.0,11.0
2010-11-14,201046,9.0,9,9,9,0.6058415,2.209934,0,1,353870920104619589,2023-08-20,Piracicaba,1.1359501,407252,0,0,0,2,,,,,200588,17.27,22.93,28.89,22.6,67.0,8.0,18.06,1.2372717,10.0,18.87,1.7125272,5.0,17.14,0.79756814,5.0,15.91,0.78042996,8.0,17.835,10.0,8.0,11.0,9.0
2010-11-21,201047,10.0,10,10,10,0.62807715,2.455482,0,1,353870920104719589,2023-08-20,Piracicaba,1.15983,407252,0,0,0,3,,,,,200588,20.41,25.6,32.39,16.5,69.29,9.0,17.27,1.1359501,8.0,18.06,1.2372717,10.0,18.87,1.7125272,5.0,17.14,0.79756814,9.25,18.6525,8.0,11.0,9.0,23.0
2010-11-28,201048,8.0,8,8,8,0.40736672,1.9643856,0,1,353870920104819589,2023-08-20,Piracicaba,0.89479154,407252,1,0,0,0,,,,,200588,21.71,26.4,33.11,35.1,70.14,10.0,20.41,1.15983,9.0,17.27,1.1359501,8.0,18.06,1.2372717,10.0,18.87,1.7125272,8.75,19.362499999999997,11.0,9.0,23.0,8.0
2010-12-05,201049,11.0,11,11,11,0.6610885,2.7010303,0,1,353870920104919589,2023-08-20,Piracicaba,1.1990737,407252,1,0,0,1,,,,,200588,21.46,26.46,33.01,16.0,68.57,8.0,21.71,0.89479154,10.0,20.41,1.15983,9.0,17.27,1.1359501,8.0,18.06,1.2372717,9.5,20.2125,9.0,23.0,8.0,21.0
2010-12-12,201050,9.0,9,9,9,0.47314006,2.209934,0,2,353870920105019589,2023-08-20,Piracicaba,0.96966445,407252,1,0,0,0,,,,,200588,20.5,23.36,27.71,91.6,83.29,11.0,21.46,1.1990737,8.0,21.71,0.89479154,10.0,20.41,1.15983,9.0,17.27,1.1359501,9.5,21.020000000000003,23.0,8.0,21.0,28.0
2010-12-19,201051,23.0,23,23,23,0.9878848,5.6476088,0,2,353870920105119589,2023-08-20,Piracicaba,2.227702,407252,1,1,1,9,,,,,200588,20.94,25.31,31.13,43.2,79.14,9.0,20.5,0.96966445,11.0,21.46,1.1990737,8.0,21.71,0.89479154,10.0,20.41,1.15983,12.75,21.1525,8.0,21.0,28.0,26.0
2010-12-26,201052,8.0,8,8,8,0.143538,1.9643856,0,1,353870920105219589,2023-08-20,Piracicaba,0.62859106,407252,0,0,0,2,,,,,200588,19.53,24.2,29.29,29.5,72.14,23.0,20.94,2.227702,9.0,20.5,0.96966445,11.0,21.46,1.1990737,8.0,21.71,0.89479154,12.75,20.6075,21.0,28.0,26.0,29.0
2011-01-02,201101,21.0,21,21,21,0.8423758,5.1565123,0,1,353870920110119589,2023-08-20,Piracicaba,1.3950067,407252,1,0,1,1,,,,,200588,21.4,23.99,28.04,188.1,85.14,8.0,19.53,0.62859106,23.0,20.94,2.227702,9.0,20.5,0.96966445,11.0,21.46,1.1990737,15.25,20.5925,28.0,26.0,29.0,31.0
2011-01-09,201102,28.0,28,28,28,0.9684679,6.87535,0,1,353870920110219589,2023-08-20,Piracicaba,1.7625858,407252,1,1,1,3,,,,,200588,21.56,24.87,29.8,59.9,83.29,21.0,21.4,1.3950067,8.0,19.53,0.62859106,23.0,20.94,2.227702,9.0,20.5,0.96966445,20.0,20.8575,26.0,29.0,31.0,31.0
2011-01-16,201103,26.0,26,26,26,0.8237898,6.3842535,0,2,353870920110319589,2023-08-20,Piracicaba,1.3147473,407252,1,0,1,1,,,,,200588,21.36,25.09,30.09,56.8,82.0,28.0,21.56,1.7625858,21.0,21.4,1.3950067,8.0,19.53,0.62859106,23.0,20.94,2.227702,20.75,20.9625,29.0,31.0,31.0,19.0
2011-01-23,201104,29.0,29,29,29,0.72566456,7.1208982,0,2,353870920110419589,2023-08-20,Piracicaba,1.1767653,407252,1,0,1,1,,,,,200588,21.71,26.87,33.44,13.5,74.14,26.0,21.36,1.3147473,28.0,21.56,1.7625858,21.0,21.4,1.3950067,8.0,19.53,0.62859106,26.0,21.5075,31.0,31.0,19.0,20.0
2011-01-30,201105,31.0,31,31,31,0.70116055,7.6119947,0,2,353870920110519589,2023-08-20,Piracicaba,1.1476846,407252,1,0,1,0,,,,,200588,21.57,25.36,30.56,26.5,80.29,29.0,21.71,1.1767653,26.0,21.36,1.3147473,28.0,21.56,1.7625858,21.0,21.4,1.3950067,28.5,21.549999999999997,31.0,19.0,20.0,19.0
2011-02-06,201106,31.0,31,31,31,0.62080956,7.6119947,0,2,353870920110619589,2023-08-20,Piracicaba,1.0823532,407252,1,0,1,1,,,,,200588,21.63,26.41,32.69,14.4,75.57,31.0,21.57,1.1476846,29.0,21.71,1.1767653,26.0,21.36,1.3147473,28.0,21.56,1.7625858,29.25,21.5675,19.0,20.0,19.0,33.0
2011-02-13,201107,19.0,19,19,19,0.06432373,4.6654162,0,2,353870920110719589,2023-08-20,Piracicaba,0.6453374,407252,1,0,1,3,,,,,200588,21.13,24.63,30.11,72.2,81.86,31.0,21.63,1.0823532,31.0,21.57,1.1476846,29.0,21.71,1.1767653,26.0,21.36,1.3147473,27.5,21.509999999999998,20.0,19.0,33.0,54.0
2011-02-20,201108,20.0,20,20,20,0.14375696,4.910964,0,2,353870920110819589,2023-08-20,Piracicaba,0.7344756,407252,1,0,1,3,,,,,200588,21.41,26.11,32.36,34.5,77.43,19.0,21.13,0.6453374,31.0,21.63,1.0823532,31.0,21.57,1.1476846,29.0,21.71,1.1767653,25.25,21.435,19.0,33.0,54.0,69.0
2011-02-27,201109,19.0,19,19,19,0.27863038,4.6654162,0,2,353870920110919589,2023-08-20,Piracicaba,0.8350913,407252,1,0,1,3,,,,,200588,19.86,21.69,24.23,178.7,89.29,20.0,21.41,0.7344756,19.0,21.13,0.6453374,31.0,21.63,1.0823532,31.0,21.57,1.1476846,22.25,21.007499999999997,33.0,54.0,69.0,68.0
2011-03-06,201110,33.0,33,33,33,0.9543348,8.103091,0,2,353870920111019589,2023-08-20,Piracicaba,1.5887947,407252,1,1,1,10,,,,,200588,20.03,23.5,27.66,41.1,81.14,19.0,19.86,0.8350913,20.0,21.41,0.7344756,19.0,21.13,0.6453374,31.0,21.63,1.0823532,22.75,20.607499999999998,54.0,69.0,68.0,92.0
2011-03-13,201111,54.0,54,54,54,0.9996527,13.2596035,0,2,353870920111119589,2023-08-20,Piracicaba,2.2052274,407252,1,1,1,33,,,,,200588,20.77,23.97,28.59,26.3,82.14,33.0,20.03,1.5887947,19.0,19.86,0.8350913,20.0,21.41,0.7344756,19.0,21.13,0.6453374,31.5,20.5175,69.0,68.0,92.0,113.0
2011-03-20,201112,69.0,69,69,69,0.99950594,16.942827,0,3,353870920111219589,2023-08-20,Piracicaba,1.9315528,407252,1,1,1,42,,,,,200588,20.21,24.06,28.77,5.2,78.14,54.0,20.77,2.2052274,33.0,20.03,1.5887947,19.0,19.86,0.8350913,20.0,21.41,0.7344756,43.75,20.2175,68.0,92.0,113.0,83.0
2011-03-27,201113,68.0,68,68,68,0.9412503,16.697279,0,2,353870920111319589,2023-08-20,Piracicaba,1.3330109,407252,1,0,1,45,,,,,200588,20.74,24.39,29.74,44.5,81.14,69.0,20.21,1.9315528,54.0,20.77,2.2052274,33.0,20.03,1.5887947,19.0,19.86,0.8350913,56.0,20.4375,92.0,113.0,83.0,98.0
2011-04-03,201114,92.0,92,92,92,0.98822176,22.590435,0,1,353870920111419589,2023-08-20,Piracicaba,1.4401276,407252,0,1,1,70,,,,,200588,18.4,22.41,27.63,25.6,80.71,68.0,20.74,1.3330109,69.0,20.21,1.9315528,54.0,20.77,2.2052274,33.0,20.03,1.5887947,70.75,20.03,113.0,83.0,98.0,128.0
2011-04-10,201115,113.0,113,113,113,0.99717027,27.746948,0,1,353870920111519589,2023-08-20,Piracicaba,1.5016476,407252,0,1,1,77,,,,,200588,18.63,23.37,29.51,16.1,80.0,92.0,18.4,1.4401276,68.0,20.74,1.3330109,69.0,20.21,1.9315528,54.0,20.77,2.2052274,85.5,19.494999999999997,83.0,98.0,128.0,73.0
2011-04-17,201116,83.0,83,83,83,0.3245977,20.3805,0,1,353870920111619589,2023-08-20,Piracicaba,0.9331108,407252,0,0,1,51,,,,,200588,19.19,24.53,30.47,1.4,74.0,113.0,18.63,1.5016476,92.0,18.4,1.4401276,68.0,20.74,1.3330109,69.0,20.21,1.9315528,89.0,19.24,98.0,128.0,73.0,64.0
2011-04-24,201117,98.0,98,98,98,0.5371673,24.063725,0,1,353870920111719589,2023-08-20,Piracicaba,1.0134339,407252,0,0,1,67,,,,,200588,17.31,20.79,25.44,39.5,79.86,83.0,19.19,0.9331108,113.0,18.63,1.5016476,92.0,18.4,1.4401276,68.0,20.74,1.3330109,96.5,18.3825,128.0,73.0,64.0,52.0
2011-05-01,201118,128.0,128,128,128,0.98299974,31.43017,0,1,353870920111819589,2023-08-20,Piracicaba,1.3283972,407252,0,1,1,93,,,,,200588,14.86,19.9,25.97,5.7,79.71,98.0,17.31,1.0134339,83.0,19.19,0.9331108,113.0,18.63,1.5016476,92.0,18.4,1.4401276,105.5,17.4975,73.0,64.0,52.0,49.0
2011-05-08,201119,73.0,73,73,73,0.017640755,17.92502,0,1,353870920111919589,2023-08-20,Piracicaba,0.72556376,407252,0,0,1,44,,,,,200588,16.01,20.9,26.54,0.0,78.71,128.0,14.86,1.3283972,98.0,17.31,1.0134339,83.0,19.19,0.9331108,113.0,18.63,1.5016476,95.5,16.8425,64.0,52.0,49.0,27.0
2011-05-15,201120,64.0,64,64,64,0.0019103804,15.715085,0,1,353870920112019589,2023-08-20,Piracicaba,0.6343449,407252,0,0,1,46,,,,,200588,12.66,17.3,23.23,6.2,77.57,73.0,16.01,0.72556376,128.0,14.86,1.3283972,98.0,17.31,1.0134339,83.0,19.19,0.9331108,90.75,15.21,52.0,49.0,27.0,18.0
2011-05-22,201121,52.0,52,52,52,0.002799588,12.768507,0,1,353870920112119589,2023-08-20,Piracicaba,0.61858433,407252,0,0,1,28,,,,,200588,13.27,18.79,25.24,0.0,72.57,64.0,12.66,0.6343449,73.0,16.01,0.72556376,128.0,14.86,1.3283972,98.0,17.31,1.0134339,79.25,14.2,49.0,27.0,18.0,10.0
2011-05-29,201122,49.0,49,49,49,0.057643596,12.031862,0,1,353870920112219589,2023-08-20,Piracicaba,0.7449,407252,0,0,1,32,,,,,200588,10.53,16.26,23.77,0.0,73.43,52.0,13.27,0.61858433,64.0,12.66,0.6343449,73.0,16.01,0.72556376,128.0,14.86,1.3283972,59.5,13.1175,27.0,18.0,10.0,14.0
2011-06-05,201123,27.0,27,27,27,0.0011377244,6.6298018,0,1,353870920112319589,2023-08-20,Piracicaba,0.4993776,407252,0,0,1,18,,,,,200588,10.46,15.16,21.44,40.7,74.14,49.0,10.53,0.7449,52.0,13.27,0.61858433,64.0,12.66,0.6343449,73.0,16.01,0.72556376,48.0,11.729999999999999,18.0,10.0,14.0,13.0
2011-06-12,201124,18.0,18,18,18,0.00045282466,4.419868,0,1,353870920112419589,2023-08-20,Piracicaba,0.41444173,407252,0,0,1,12,,,,,200588,10.5,16.49,24.3,0.0,76.57,27.0,10.46,0.4993776,49.0,10.53,0.7449,52.0,13.27,0.61858433,64.0,12.66,0.6343449,36.5,11.19,10.0,14.0,13.0,6.0
