data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,municipio_nome,rt,pop,receptivo,transmissao,nivel_inc,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year,tmin,tmed,tmax,precipitacao,umidade,casos_est_lag_1,tmin_lag_1,rt_lag_1,casos_est_lag_2,tmin_lag_2,rt_lag_2,casos_est_lag_3,tmin_lag_3,rt_lag_3,casos_est_lag_4,tmin_lag_4,rt_lag_4,casos_est_roll_4,tmin_roll_4,log_casos,var_log_1,var_log_2,var_log_3,var_log_4,semana_ano,target_h1,target_h2,target_h3,target_h4
2010-01-03,201001,10.0,10,10,10,0.0,4.2687793,0,1,351907120100119589,2023-08-20,Hortol̢ndia,0.0,234259,1,,1,10,,,,,80642,21.66,25.67,31.17,26.6,75.86,,,,,,,,,,,,,,,2.3978952727983707,,,,,53,21.0,27.0,11.0,27.0
2010-01-10,201002,21.0,21,21,21,0.0,8.964437,0,1,351907120100219589,2023-08-20,Hortol̢ndia,0.0,234259,1,,1,21,,,,,80642,21.17,24.77,29.51,46.7,79.14,10.0,21.66,0.0,,,,,,,,,,,,3.091042453358316,0.6931471805599454,,,,1,27.0,11.0,27.0,10.0
2010-01-17,201003,27.0,27,27,27,0.0,11.525704,0,2,351907120100319589,2023-08-20,Hortol̢ndia,0.0,234259,1,,1,26,,,,,80642,20.97,23.93,28.37,73.7,83.43,21.0,21.17,0.0,10.0,21.66,0.0,,,,,,,,,3.332204510175204,0.24116205681688774,0.9343092373768331,,,2,11.0,27.0,10.0,34.0
2010-01-24,201004,11.0,11,11,11,0.0,4.6956573,0,2,351907120100419589,2023-08-20,Hortol̢ndia,0.0,234259,1,,1,11,,,,,80642,20.06,23.0,27.53,110.1,85.71,27.0,20.97,0.0,21.0,21.17,0.0,10.0,21.66,0.0,,,,17.25,20.965,2.4849066497880004,-0.8472978603872034,-0.6061358035703157,0.08701137698962969,,3,27.0,10.0,34.0,48.0
2010-01-31,201005,27.0,27,27,27,0.0,11.525704,0,2,351907120100519589,2023-08-20,Hortol̢ndia,0.0,234259,1,,1,27,,,,,80642,21.16,26.24,33.09,15.7,71.0,11.0,20.06,0.0,27.0,20.97,0.0,21.0,21.17,0.0,10.0,21.66,0.0,21.5,20.84,3.332204510175204,0.8472978603872034,0.0,0.24116205681688774,0.9343092373768331,4,10.0,34.0,48.0,90.0
2010-02-07,201006,10.0,10,10,10,0.04105932,4.2687793,0,2,351907120100619589,2023-08-20,Hortol̢ndia,0.52157164,234259,1,0.0,1,9,,,,,80642,21.87,25.97,31.5,13.5,71.14,27.0,21.16,0.0,11.0,20.06,0.0,27.0,20.97,0.0,21.0,21.17,0.0,18.75,21.015,2.3978952727983707,-0.9343092373768331,-0.08701137698962969,-0.9343092373768331,-0.6931471805599454,5,34.0,48.0,90.0,85.0
2010-02-14,201007,34.0,34,34,34,0.9799443,14.51385,0,2,351907120100719589,2023-08-20,Hortol̢ndia,1.767089,234259,1,1.0,1,34,,,,,80642,21.61,25.51,30.67,42.1,73.29,10.0,21.87,0.52157164,27.0,21.16,0.0,11.0,20.06,0.0,27.0,20.97,0.0,20.5,21.175,3.5553480614894135,1.1574527886910428,0.2231435513142097,1.0704414117014132,0.2231435513142097,6,48.0,90.0,85.0,71.0
2010-02-21,201008,48.0,48,48,48,0.9992017,20.49014,0,3,351907120100819589,2023-08-20,Hortol̢ndia,2.1761217,234259,1,1.0,1,48,,,,,80642,20.94,25.16,30.33,21.2,74.0,34.0,21.61,1.767089,10.0,21.87,0.52157164,27.0,21.16,0.0,11.0,20.06,0.0,29.75,21.395,3.8918202981106265,0.33647223662121295,1.4939250253122558,0.5596157879354227,1.406913648322626,7,90.0,85.0,71.0,36.0
2010-02-28,201009,90.0,90,90,90,0.9999999,38.419014,0,3,351907120100919589,2023-08-20,Hortol̢ndia,2.6495776,234259,0,1.0,1,90,,,,,80642,19.79,22.47,25.93,35.6,81.0,48.0,20.94,2.1761217,34.0,21.61,1.767089,10.0,21.87,0.52157164,27.0,21.16,0.0,45.5,21.052500000000002,4.51085950651685,0.6190392084062233,0.9555114450274362,2.112964233718479,1.178654996341646,8,85.0,71.0,36.0,119.0
2010-03-07,201010,85.0,85,85,85,0.9954714,36.284626,0,3,351907120101019589,2023-08-20,Hortol̢ndia,1.5623876,234259,1,1.0,1,86,,,,,80642,19.54,25.44,31.93,0.7,66.29,90.0,19.79,2.6495776,48.0,20.94,2.1761217,34.0,21.61,1.767089,10.0,21.87,0.52157164,64.25,20.47,4.454347296253507,-0.05651221026334241,0.5625269981428809,0.8989992347640938,2.0564520234551367,9,71.0,36.0,119.0,61.0
