data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,municipio_nome,rt,pop,tmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year,casos_est_lag_1,tmin_lag_1,rt_lag_1,casos_est_lag_2,tmin_lag_2,rt_lag_2,casos_est_lag_3,tmin_lag_3,rt_lag_3,casos_est_lag_4,tmin_lag_4,rt_lag_4,casos_est_roll_4,tmin_roll_4,target_h1,target_h2,target_h3,target_h4
2010-06-06,201023,18.0,18,18,18,1.7344908e-05,6.2890663,0,1,355240320102319589,2023-08-20,Sumar̩,0.3488497,286211,9.71428571428571,93.8571428571429,0,0.0,1,71.7696694285714,44.2857142857143,14.8537782857143,21.7142857142857,5,,,,,62107,29.0,12.2857142857143,0.3715384,52.0,14.2857142857143,0.44371432,66.0,12.0,0.41475302,113.0,11.2857142857143,0.6064763,41.25,12.071428571428577,18.0,8.0,6.0,5.0
2010-06-13,201024,18.0,18,18,18,0.013790241,6.2890663,0,1,355240320102419589,2023-08-20,Sumar̩,0.53624475,286211,9.71428571428571,92.1428571428571,0,0.0,1,65.1268131428571,35.2857142857143,16.7580227142857,25.0,10,,,,,62107,18.0,9.71428571428571,0.3488497,29.0,12.2857142857143,0.3715384,52.0,14.2857142857143,0.44371432,66.0,12.0,0.41475302,29.25,11.500000000000005,8.0,6.0,5.0,8.0
2010-06-20,201025,8.0,8,8,8,0.003889035,2.7951407,0,1,355240320102519589,2023-08-20,Sumar̩,0.3619758,286211,13.0,88.8571428571429,0,0.0,1,68.7637265714286,43.7142857142857,18.8795031428571,25.8571428571429,4,,,,,62107,18.0,9.71428571428571,0.53624475,18.0,9.71428571428571,0.3488497,29.0,12.2857142857143,0.3715384,52.0,14.2857142857143,0.44371432,18.25,11.17857142857143,6.0,5.0,8.0,9.0
2010-06-27,201026,6.0,6,6,6,0.01588806,2.0963554,0,1,355240320102619589,2023-08-20,Sumar̩,0.3845823,286211,10.8571428571429,94.0,0,0.0,0,66.9386642857143,36.2857142857143,17.2448242857143,25.1428571428571,5,,,,,62107,8.0,13.0,0.3619758,18.0,9.71428571428571,0.53624475,18.0,9.71428571428571,0.3488497,29.0,12.2857142857143,0.3715384,12.5,10.82142857142858,5.0,8.0,9.0,13.0
2010-07-04,201027,5.0,5,5,5,0.07694678,1.7469629,0,1,355240320102719589,2023-08-20,Sumar̩,0.48187155,286211,11.5714285714286,93.8571428571429,0,0.0,0,65.2849791428571,34.2857142857143,17.983002,25.8571428571429,3,,,,,62107,6.0,10.8571428571429,0.3845823,8.0,13.0,0.3619758,18.0,9.71428571428571,0.53624475,18.0,9.71428571428571,0.3488497,9.25,11.285714285714302,8.0,9.0,13.0,13.0
2010-07-11,201028,8.0,8,8,8,0.601899,2.7951407,0,1,355240320102819589,2023-08-20,Sumar̩,1.1385032,286211,14.1428571428571,94.0,0,0.0,1,80.3205824285714,61.5714285714286,17.2897932857143,21.4285714285714,4,,,,,62107,5.0,11.5714285714286,0.48187155,6.0,10.8571428571429,0.3845823,8.0,13.0,0.3619758,18.0,9.71428571428571,0.53624475,6.75,12.39285714285715,9.0,13.0,13.0,12.0
2010-07-18,201029,9.0,9,9,9,0.7541885,3.1445332,0,1,355240320102919589,2023-08-20,Sumar̩,1.4101337,286211,14.8571428571429,89.8571428571429,0,0.0,1,67.7214957142857,40.2857142857143,20.503401,27.2857142857143,1,,,,,62107,8.0,14.1428571428571,1.1385032,5.0,11.5714285714286,0.48187155,6.0,10.8571428571429,0.3845823,8.0,13.0,0.3619758,7.0,12.857142857142875,13.0,13.0,12.0,13.0
2010-07-25,201030,13.0,13,13,13,0.88701814,4.542104,0,1,355240320103019589,2023-08-20,Sumar̩,1.7009368,286211,13.7142857142857,89.1428571428571,0,0.0,1,63.2554337142857,37.2857142857143,19.3770702857143,26.0,6,,,,,62107,9.0,14.8571428571429,1.4101337,8.0,14.1428571428571,1.1385032,5.0,11.5714285714286,0.48187155,6.0,10.8571428571429,0.3845823,8.75,13.571428571428575,13.0,12.0,13.0,10.0
2010-08-01,201031,13.0,13,13,13,0.7622298,4.542104,0,1,355240320103119589,2023-08-20,Sumar̩,1.3441706,286211,12.4285714285714,91.4285714285714,0,0.0,1,70.44236,46.5714285714286,16.4901448571429,23.0,5,,,,,62107,13.0,13.7142857142857,1.7009368,9.0,14.8571428571429,1.4101337,8.0,14.1428571428571,1.1385032,5.0,11.5714285714286,0.48187155,10.75,13.785714285714274,12.0,13.0,10.0,15.0
2010-08-08,201032,12.0,12,12,12,0.53235584,4.192711,0,1,355240320103219589,2023-08-20,Sumar̩,1.0333782,286211,12.0,84.1428571428571,0,0.0,1,63.275952,38.5714285714286,18.0740474285714,25.8571428571429,4,,,,,62107,13.0,12.4285714285714,1.3441706,13.0,13.7142857142857,1.7009368,9.0,14.8571428571429,1.4101337,8.0,14.1428571428571,1.1385032,11.75,13.25,13.0,10.0,15.0,15.0
2010-08-15,201033,13.0,13,13,13,0.54336244,4.542104,0,1,355240320103319589,2023-08-20,Sumar̩,1.0433846,286211,8.42857142857143,89.8571428571429,0,0.0,1,61.4380948571429,31.8571428571429,15.2269045714286,23.5714285714286,2,,,,,62107,12.0,12.0,1.0333782,13.0,12.4285714285714,1.3441706,13.0,13.7142857142857,1.7009368,9.0,14.8571428571429,1.4101337,12.75,11.642857142857132,10.0,15.0,15.0,23.0
2010-08-22,201034,10.0,10,10,10,0.30527288,3.4939258,0,1,355240320103419589,2023-08-20,Sumar̩,0.8089762,286211,12.4285714285714,75.4285714285714,0,0.0,1,46.3188097142857,19.8571428571429,21.3423808571429,31.1428571428571,0,,,,,62107,13.0,8.42857142857143,1.0433846,12.0,12.0,1.0333782,13.0,12.4285714285714,1.3441706,13.0,13.7142857142857,1.7009368,12.0,11.321428571428559,15.0,15.0,23.0,7.0
2010-08-29,201035,15.0,15,15,15,0.7158004,5.2408886,0,1,355240320103519589,2023-08-20,Sumar̩,1.241703,286211,14.2857142857143,78.5714285714286,0,0.0,1,49.6033881428571,24.7142857142857,22.0228938571429,30.7142857142857,1,,,,,62107,10.0,12.4285714285714,0.8089762,13.0,8.42857142857143,1.0433846,12.0,12.0,1.0333782,13.0,12.4285714285714,1.3441706,12.5,11.785714285714283,15.0,23.0,7.0,15.0
2010-09-05,201036,15.0,15,15,15,0.7015733,5.2408886,0,1,355240320103619589,2023-08-20,Sumar̩,1.2213267,286211,13.7142857142857,91.4285714285714,0,0.0,1,69.5900868571429,45.2857142857143,18.1939105714286,24.2857142857143,2,,,,,62107,15.0,14.2857142857143,1.241703,10.0,12.4285714285714,0.8089762,13.0,8.42857142857143,1.0433846,12.0,12.0,1.0333782,13.25,12.214285714285708,23.0,7.0,15.0,5.0
2010-09-12,201037,23.0,23,23,23,0.93296415,8.03603,0,1,355240320103719589,2023-08-20,Sumar̩,1.6391084,286211,14.5714285714286,77.4285714285714,0,0.0,1,55.1130954285714,30.2857142857143,21.3785714285714,29.7142857142857,1,,,,,62107,15.0,13.7142857142857,1.2213267,15.0,14.2857142857143,1.241703,10.0,12.4285714285714,0.8089762,13.0,8.42857142857143,1.0433846,15.75,13.75,7.0,15.0,5.0,10.0
2010-09-19,201038,7.0,7,7,7,0.024617929,2.445748,0,1,355240320103819589,2023-08-20,Sumar̩,0.4332727,286211,15.4285714285714,89.8571428571429,0,0.0,0,67.5400537142857,39.5714285714286,21.0732131428571,28.8571428571429,1,,,,,62107,23.0,14.5714285714286,1.6391084,15.0,13.7142857142857,1.2213267,15.0,14.2857142857143,1.241703,10.0,12.4285714285714,0.8089762,15.0,14.5,15.0,5.0,10.0,5.0
2010-09-26,201039,15.0,15,15,15,0.41624868,5.2408886,0,1,355240320103919589,2023-08-20,Sumar̩,0.92794025,286211,16.5714285714286,100.0,0,0.0,1,90.0215422857143,71.0,19.2344121428571,22.2857142857143,2,,,,,62107,7.0,15.4285714285714,0.4332727,23.0,14.5714285714286,1.6391084,15.0,13.7142857142857,1.2213267,15.0,14.2857142857143,1.241703,15.0,15.071428571428575,5.0,10.0,5.0,6.0
2010-10-03,201040,5.0,5,5,5,0.023053108,1.7469629,0,1,355240320104019589,2023-08-20,Sumar̩,0.38065836,286211,14.8571428571429,94.8571428571429,0,0.0,0,75.1478571428571,49.5714285714286,19.2166665714286,25.4285714285714,0,,,,,62107,15.0,16.5714285714286,0.92794025,7.0,15.4285714285714,0.4332727,23.0,14.5714285714286,1.6391084,15.0,13.7142857142857,1.2213267,12.5,15.357142857142875,10.0,5.0,6.0,13.0
2010-10-10,201041,10.0,10,10,10,0.434323,3.4939258,0,1,355240320104119589,2023-08-20,Sumar̩,0.9312734,286211,13.1428571428571,90.2857142857143,0,0.0,1,68.4290114285714,43.5714285714286,18.684592,26.0,3,,,,,62107,5.0,14.8571428571429,0.38065836,15.0,16.5714285714286,0.92794025,7.0,15.4285714285714,0.4332727,23.0,14.5714285714286,1.6391084,9.25,15.0,5.0,6.0,13.0,10.0
2010-10-17,201042,5.0,5,5,5,0.1442757,1.7469629,0,1,355240320104219589,2023-08-20,Sumar̩,0.568451,286211,14.2857142857143,94.0,0,0.0,0,68.809524,38.4285714285714,20.4897617142857,28.2857142857143,1,,,,,62107,10.0,13.1428571428571,0.9312734,5.0,14.8571428571429,0.38065836,15.0,16.5714285714286,0.92794025,7.0,15.4285714285714,0.4332727,8.75,14.714285714285724,6.0,13.0,10.0,10.0
2010-10-24,201043,6.0,6,6,6,0.32924598,2.0963554,0,1,355240320104319589,2023-08-20,Sumar̩,0.79186344,286211,15.2857142857143,94.8571428571429,0,0.0,0,67.8422994285714,38.0,21.0883067142857,28.0,2,,,,,62107,5.0,14.2857142857143,0.568451,10.0,13.1428571428571,0.9312734,5.0,14.8571428571429,0.38065836,15.0,16.5714285714286,0.92794025,6.5,14.39285714285715,13.0,10.0,10.0,9.0
2010-10-31,201044,13.0,13,13,13,0.9203493,4.542104,0,1,355240320104419589,2023-08-20,Sumar̩,1.8825494,286211,16.4285714285714,96.5714285714286,0,0.0,1,69.6465567142857,41.2857142857143,21.9190291428571,28.4285714285714,9,,,,,62107,6.0,15.2857142857143,0.79186344,5.0,14.2857142857143,0.568451,10.0,13.1428571428571,0.9312734,5.0,14.8571428571429,0.38065836,8.5,14.785714285714274,10.0,10.0,9.0,10.0
2010-11-07,201045,10.0,10,10,10,0.6987672,3.4939258,0,1,355240320104519589,2023-08-20,Sumar̩,1.2733787,286211,16.4285714285714,89.8571428571429,0,0.0,1,69.595,46.5714285714286,20.957687,27.4285714285714,3,,,,,62107,13.0,16.4285714285714,1.8825494,6.0,15.2857142857143,0.79186344,5.0,14.2857142857143,0.568451,10.0,13.1428571428571,0.9312734,8.5,15.60714285714285,10.0,9.0,10.0,14.0
2010-11-14,201046,10.0,10,10,10,0.5079741,3.4939258,0,1,355240320104619589,2023-08-20,Sumar̩,1.0088114,286211,15.2857142857143,94.0,0,0.0,1,70.8960594285714,41.8571428571429,20.5619104285714,27.4285714285714,1,,,,,62107,10.0,16.4285714285714,1.2733787,13.0,16.4285714285714,1.8825494,6.0,15.2857142857143,0.79186344,5.0,14.2857142857143,0.568451,9.75,15.85714285714285,9.0,10.0,14.0,9.0
2010-11-21,201047,9.0,9,9,9,0.37361825,3.1445332,0,1,355240320104719589,2023-08-20,Sumar̩,0.8663744,286211,17.5714285714286,96.5714285714286,0,0.0,1,71.8464178571429,42.8571428571429,22.9235934285714,29.7142857142857,2,,,,,62107,10.0,15.2857142857143,1.0088114,10.0,16.4285714285714,1.2733787,13.0,16.4285714285714,1.8825494,6.0,15.2857142857143,0.79186344,10.5,16.428571428571423,10.0,14.0,9.0,12.0
2010-11-28,201048,10.0,10,10,10,0.5131706,3.4939258,0,1,355240320104819589,2023-08-20,Sumar̩,1.0146172,286211,19.5714285714286,95.7142857142857,1,0.0,1,72.597646,45.1428571428571,24.1064468571429,31.2857142857143,2,,,,,62107,9.0,17.5714285714286,0.8663744,10.0,15.2857142857143,1.0088114,10.0,16.4285714285714,1.2733787,13.0,16.4285714285714,1.8825494,9.75,17.214285714285726,14.0,9.0,12.0,14.0
2010-12-05,201049,14.0,14,14,14,0.8111981,4.891496,0,1,355240320104919589,2023-08-20,Sumar̩,1.4308926,286211,19.5714285714286,94.0,1,0.0,1,71.4179281428571,42.1428571428571,24.389514,31.5714285714286,1,,,,,62107,10.0,19.5714285714286,1.0146172,9.0,17.5714285714286,0.8663744,10.0,15.2857142857143,1.0088114,10.0,16.4285714285714,1.2733787,10.75,18.000000000000025,9.0,12.0,14.0,20.0
2010-12-12,201050,9.0,9,9,9,0.35370976,3.1445332,0,1,355240320105019589,2023-08-20,Sumar̩,0.8469277,286211,18.5714285714286,99.1428571428571,0,0.0,1,86.3274988571429,61.4285714285714,21.3538272857143,26.7142857142857,3,,,,,62107,14.0,19.5714285714286,1.4308926,10.0,19.5714285714286,1.0146172,9.0,17.5714285714286,0.8663744,10.0,15.2857142857143,1.0088114,10.5,18.8214285714286,12.0,14.0,20.0,34.0
2010-12-19,201051,12.0,12,12,12,0.5534432,4.192711,0,1,355240320105119589,2023-08-20,Sumar̩,1.0561408,286211,19.1428571428571,96.5714285714286,1,0.0,1,75.3861242857143,48.0,23.6813125714286,30.1428571428571,7,,,,,62107,9.0,18.5714285714286,0.8469277,14.0,19.5714285714286,1.4308926,10.0,19.5714285714286,1.0146172,9.0,17.5714285714286,0.8663744,11.25,19.214285714285726,14.0,20.0,34.0,58.0
2010-12-26,201052,14.0,14,14,14,0.71352494,4.891496,0,1,355240320105219589,2023-08-20,Sumar̩,1.2479117,286211,17.5714285714286,92.2857142857143,0,0.0,1,74.0561897142857,50.7142857142857,22.3621431428571,28.5714285714286,8,,,,,62107,12.0,19.1428571428571,1.0561408,9.0,18.5714285714286,0.8469277,14.0,19.5714285714286,1.4308926,10.0,19.5714285714286,1.0146172,12.25,18.714285714285726,20.0,34.0,58.0,50.0
2011-01-02,201101,20.0,20,20,20,0.91818845,6.9878516,0,1,355240320110119589,2023-08-20,Sumar̩,1.6348064,286211,19.5714285714286,100.0,1,0.0,1,87.223504,63.7142857142857,21.9409504285714,26.4285714285714,7,,,,,62107,14.0,17.5714285714286,1.2479117,12.0,19.1428571428571,1.0561408,9.0,18.5714285714286,0.8469277,14.0,19.5714285714286,1.4308926,13.75,18.714285714285726,34.0,58.0,50.0,57.0
2011-01-09,201102,34.0,34,34,34,0.9959482,11.879348,0,1,355240320110219589,2023-08-20,Sumar̩,2.163777,286211,19.8571428571429,100.0,1,1.0,1,83.8244405714286,57.1428571428571,23.2121534285714,28.5714285714286,16,,,,,62107,20.0,19.5714285714286,1.6348064,14.0,17.5714285714286,1.2479117,12.0,19.1428571428571,1.0561408,9.0,18.5714285714286,0.8469277,20.0,19.035714285714302,58.0,50.0,57.0,52.0
2011-01-16,201103,58.0,58,58,58,0.99995506,20.26477,0,3,355240320110319589,2023-08-20,Sumar̩,2.4770887,286211,19.5714285714286,98.2857142857143,1,1.0,1,81.0726108571429,51.7142857142857,23.4048752857143,30.0,15,,,,,62107,34.0,19.8571428571429,2.163777,20.0,19.5714285714286,1.6348064,14.0,17.5714285714286,1.2479117,12.0,19.1428571428571,1.0561408,31.5,19.142857142857174,50.0,57.0,52.0,45.0
2011-01-23,201104,50.0,50,50,50,0.9365759,17.46963,0,3,355240320110419589,2023-08-20,Sumar̩,1.3909141,286211,19.4285714285714,97.4285714285714,1,0.0,1,70.4006504285714,39.4285714285714,25.3814247142857,33.0,15,,,,,62107,58.0,19.5714285714286,2.4770887,34.0,19.8571428571429,2.163777,20.0,19.5714285714286,1.6348064,14.0,17.5714285714286,1.2479117,40.5,19.607142857142875,57.0,52.0,45.0,39.0
2011-01-30,201105,57.0,57,57,57,0.81981254,19.915377,0,2,355240320110519589,2023-08-20,Sumar̩,1.1953404,286211,19.8571428571429,96.5714285714286,1,0.0,1,75.0150011428571,45.0,23.8681217142857,29.5714285714286,28,,,,,62107,50.0,19.4285714285714,1.3909141,58.0,19.5714285714286,2.4770887,34.0,19.8571428571429,2.163777,20.0,19.5714285714286,1.6348064,49.75,19.678571428571452,52.0,45.0,39.0,48.0
2011-02-06,201106,52.0,52,52,52,0.48012415,18.168415,0,2,355240320110619589,2023-08-20,Sumar̩,0.99033475,286211,19.2857142857143,95.7142857142857,1,0.0,1,65.8416662857143,38.1428571428571,25.4002747142857,32.2857142857143,25,,,,,62107,57.0,19.8571428571429,1.1953404,50.0,19.4285714285714,1.3909141,58.0,19.5714285714286,2.4770887,34.0,19.8571428571429,2.163777,54.25,19.5357142857143,45.0,39.0,48.0,46.0
2011-02-13,201107,45.0,45,45,45,0.20463164,15.722666,0,2,355240320110719589,2023-08-20,Sumar̩,0.84689665,286211,19.1428571428571,96.5714285714286,1,0.0,1,76.2083207142857,45.5714285714286,23.293827,30.5714285714286,19,,,,,62107,52.0,19.2857142857143,0.99033475,57.0,19.8571428571429,1.1953404,50.0,19.4285714285714,1.3909141,58.0,19.5714285714286,2.4770887,51.0,19.428571428571423,39.0,48.0,46.0,76.0
2011-02-20,201108,39.0,39,39,39,0.110801265,13.62631,0,2,355240320110819589,2023-08-20,Sumar̩,0.7723868,286211,19.5714285714286,97.4285714285714,1,0.0,1,75.4939448571428,44.7142857142857,24.226606,31.5714285714286,24,,,,,62107,45.0,19.1428571428571,0.84689665,52.0,19.2857142857143,0.99033475,57.0,19.8571428571429,1.1953404,50.0,19.4285714285714,1.3909141,48.25,19.464285714285722,48.0,46.0,76.0,87.0
