data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,municipio_nome,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2026-09-13,202637,0.0,0,0,0,0.0,0.0,0,1,351907120263720719,2026-09-23,Hortol̢ndia,0.0,246449,14.4044,95.71025,0,0.0,0,85.228575,66.651125,17.248075,20.79045,0,,,,,80642
2026-09-06,202636,6.0,6,6,6,0.07443769,2.4345808,0,1,351907120263620719,2026-09-23,Hortol̢ndia,0.50398976,246449,15.8179142857143,92.8018428571429,0,0.0,0,83.9101,71.5375857142857,18.5035428571429,22.5638285714286,1,,,,,80642
2026-08-30,202635,8.0,8,8,8,0.16120888,3.2461078,0,1,351907120263520719,2026-09-23,Hortol̢ndia,0.64751524,246449,16.7474571428571,89.4978714285714,0,0.0,0,69.5632857142857,43.3053285714286,21.9985,28.1619571428571,0,,,,,80642
2026-08-23,202634,16.0,16,16,16,0.79970104,6.4922156,0,1,351907120263420719,2026-09-23,Hortol̢ndia,1.3727299,246449,15.8852285714286,88.0033571428571,0,0.0,0,67.3539142857143,40.9212428571429,20.7881,27.2162714285714,3,,,,,80642
2026-08-16,202633,10.0,10,10,10,0.45773154,4.057635,0,1,351907120263320719,2026-09-23,Hortol̢ndia,0.95506173,246449,16.7938285714286,80.2043428571429,0,0.0,0,56.4736857142857,31.3549285714286,22.6322714285714,29.2821142857143,1,,,,,80642
2026-08-09,202632,15.0,15,15,15,0.81442124,6.086452,0,1,351907120263220719,2026-09-23,Hortol̢ndia,1.4199444,246449,16.5492857142857,86.2789571428571,0,0.0,0,69.9759,48.8815285714286,20.7538,26.5423285714286,2,,,,,80642
2026-08-02,202631,7.0,7,7,7,0.121738635,2.8403442,0,1,351907120263120719,2026-09-23,Hortol̢ndia,0.58664066,246449,15.3693428571429,84.3955571428571,0,0.0,0,62.8201857142857,37.6137,20.5319714285714,26.9471571428571,1,,,,,80642
2026-07-26,202630,12.0,12,12,12,0.2490927,4.8691616,0,1,351907120263020719,2026-09-23,Hortol̢ndia,0.77454704,246449,13.4055857142857,89.1953285714286,0,0.0,0,69.7276428571429,42.8420857142857,19.0597571428571,26.3364428571429,0,,,,,80642
2026-07-19,202629,10.0,10,10,10,0.022507602,4.057635,0,1,351907120262920719,2026-09-23,Hortol̢ndia,0.47936764,246449,14.0327857142857,81.0123428571429,0,0.0,0,64.6009,46.5759714285714,18.7497714285714,24.6444142857143,1,,,,,80642
2026-07-12,202628,14.0,14,14,14,0.06266333,5.6806884,0,1,351907120262820719,2026-09-23,Hortol̢ndia,0.6036258,246449,10.9946857142857,85.4609857142857,0,0.0,0,67.5289714285714,44.9314142857143,15.8618,21.9919857142857,0,,,,,80642
2026-07-05,202627,21.0,21,21,21,0.65581477,8.521032,0,1,351907120262720719,2026-09-23,Hortol̢ndia,1.1347362,246449,11.0432285714286,93.7658571428571,0,0.0,1,74.6800857142857,47.0368285714286,16.5069857142857,23.3340142857143,1,,,,,80642
2026-06-28,202626,31.0,31,31,31,0.9976983,12.578668,0,1,351907120262620719,2026-09-23,Hortol̢ndia,2.4340982,246449,14.0777,90.6643142857143,0,1.0,1,75.1973428571429,51.5286714285714,18.8190571428571,25.0323,5,,,,,80642
2026-06-21,202625,19.0,19,19,19,0.9173629,7.709506,0,1,351907120262520719,2026-09-23,Hortol̢ndia,1.654383,246449,13.0582142857143,96.0148571428571,0,0.0,1,83.2448428571429,64.4355714285714,16.4718857142857,21.1575285714286,3,,,,,80642
2026-06-14,202624,6.0,6,6,6,0.019108776,2.4345808,0,1,351907120262420719,2026-09-23,Hortol̢ndia,0.39519206,246449,13.7561571428571,91.7558857142857,0,0.0,0,80.0294714285714,60.5256571428571,16.7297857142857,21.1550285714286,0,,,,,80642
2026-06-07,202623,15.0,15,15,15,0.04077079,6.086452,0,1,351907120262320719,2026-09-23,Hortol̢ndia,0.5777058,246449,11.8824428571429,93.962,0,0.0,0,77.0099285714286,54.9442857142857,16.8281142857143,22.2969285714286,1,,,,,80642
2026-05-31,202622,6.0,6,6,6,3.1636608e-07,2.4345808,0,1,351907120262220719,2026-09-23,Hortol̢ndia,0.16493979,246449,13.2508857142857,95.7968285714286,0,0.0,0,78.7308285714286,52.5450285714286,16.6689285714286,21.8422428571429,0,,,,,80642
2026-05-24,202621,25.0,25,25,25,0.023031503,10.144087,0,1,351907120262120719,2026-09-23,Hortol̢ndia,0.60939795,246449,15.2128428571429,94.9857285714286,0,0.0,1,82.0137,62.7342857142857,18.9390571428571,23.4559285714286,0,,,,,80642
2026-05-17,202620,49.0,49,49,49,0.65818226,19.88241,0,1,351907120262020719,2026-09-23,Hortol̢ndia,1.0873,246449,16.2174,93.2458857142857,0,0.0,1,83.4662285714286,69.5451142857143,18.658,21.6827285714286,4,,,,,80642
